=== v11 gen rows 3642-7199 (3558 clips) ===
[gen] fold2_room1_mix0745 static tier=caution car_drive+car_drive noise=63.8dBA peak=0.003 (5s)
[gen] fold2_room1_mix0746 static tier=na none noise=59.3dBA peak=0.000 (0s)
[gen] fold2_room1_mix0747 walk tier=safe car_drive+bike_bell noise=53.7dBA peak=0.000 (5s)
[gen] fold2_room1_mix0748 static tier=caution car_drive noise=58.1dBA peak=0.003 (2s)
[gen] fold2_room1_mix0749 walk tier=critical car_drive+car_drive noise=57.4dBA peak=0.004 (5s)
[gen] fold2_room1_mix0750 walk tier=caution car_drive noise=58.1dBA peak=0.002 (3s)
[gen] fold2_room1_mix0751 static tier=na none noise=62.4dBA peak=0.000 (0s)
[gen] fold2_room1_mix0752 walk tier=caution car_drive+car_drive+car_drive+backup_beep noise=59.3dBA peak=0.002 (9s)
[gen] fold2_room1_mix0753 walk tier=critical car_drive+car_drive+horn noise=61.0dBA peak=0.150 (7s)
[gen] fold2_room1_mix0754 walk tier=critical car_drive+backup_beep noise=57.9dBA peak=0.005 (4s)
[gen] fold2_room1_mix0755 walk tier=critical car_drive+car_drive noise=43.3dBA peak=0.005 (5s)
[gen] fold2_room1_mix0756 static tier=safe car_drive+car_drive+horn noise=58.4dBA peak=0.003 (7s)
[gen] fold2_room1_mix0757 walk tier=safe car_drive+bike_bell noise=48.7dBA peak=0.002 (12s)
[gen] fold2_room1_mix0758 walk tier=safe car_drive+car_drive+horn+crossing noise=51.8dBA peak=0.023 (10s)
[gen] fold2_room1_mix0759 static tier=caution car_drive noise=48.4dBA peak=0.002 (2s)
[gen] fold2_room1_mix0760 walk tier=na backup_beep noise=56.9dBA peak=0.001 (2s)
[gen] fold2_room1_mix0761 static tier=safe car_drive noise=65.0dBA peak=0.001 (2s)
[gen] fold2_room1_mix0762 walk tier=critical car_drive+bike_bell noise=58.8dBA peak=0.002 (15s)
[gen] fold2_room1_mix0763 static tier=caution car_drive+horn noise=58.3dBA peak=0.010 (5s)
[gen] fold2_room1_mix0764 walk tier=safe car_drive+bike_bell noise=52.7dBA peak=0.001 (13s)
[gen] fold2_room1_mix0765 static tier=critical car_drive+bike_bell noise=47.9dBA peak=0.004 (5s)
[gen] fold2_room1_mix0766 static tier=safe car_drive+horn noise=46.2dBA peak=0.019 (4s)
[gen] fold2_room1_mix0767 walk tier=caution car_drive+car_drive noise=51.3dBA peak=0.002 (5s)
[3642-7199] 1925/3558 11559s elapsed, 6.00s/clip
[gen] fold2_room1_mix0768 static tier=critical car_drive+crossing noise=60.5dBA peak=0.007 (6s)
[gen] fold2_room1_mix0769 walk tier=caution car_drive+car_drive+bike_bell noise=58.8dBA peak=0.003 (8s)
[gen] fold2_room1_mix0770 static tier=critical car_drive+car_drive noise=63.7dBA peak=0.004 (5s)
[gen] fold2_room1_mix0771 static tier=safe car_drive noise=44.4dBA peak=0.001 (2s)
[gen] fold2_room1_mix0772 walk tier=caution car_drive+horn+bike_bell noise=61.4dBA peak=0.064 (15s)
[gen] fold2_room1_mix0773 walk tier=critical car_drive+backup_beep+backup_beep noise=60.4dBA peak=0.004 (7s)
[gen] fold2_room1_mix0774 static tier=critical car_drive+car_drive noise=59.6dBA peak=0.006 (5s)
[gen] fold2_room1_mix0775 walk tier=safe car_drive+car_drive+bike_bell noise=59.4dBA peak=0.003 (8s)
[gen] fold2_room1_mix0776 walk tier=safe car_drive+car_drive noise=55.0dBA peak=0.002 (5s)
[gen] fold2_room1_mix0777 static tier=caution car_drive noise=40.6dBA peak=0.003 (2s)
[gen] fold2_room1_mix0778 static tier=critical car_drive noise=49.0dBA peak=0.004 (2s)
[gen] fold2_room1_mix0779 static tier=critical car_drive+bike_bell noise=50.4dBA peak=0.005 (5s)
[gen] fold2_room1_mix0780 static tier=critical car_drive+crossing noise=46.2dBA peak=0.004 (6s)
[gen] fold2_room1_mix0781 static tier=safe car_drive+crossing noise=45.3dBA peak=0.001 (5s)
[gen] fold2_room1_mix0782 static tier=safe car_drive+car_drive+siren noise=60.2dBA peak=0.010 (7s)
[gen] fold2_room1_mix0783 walk tier=na none noise=58.4dBA peak=0.000 (0s)
[gen] fold2_room1_mix0784 static tier=critical car_drive noise=62.9dBA peak=0.004 (3s)
[gen] fold2_room1_mix0785 walk tier=safe car_drive noise=57.4dBA peak=0.001 (3s)
[gen] fold2_room1_mix0786 walk tier=critical car_drive noise=59.3dBA peak=0.003 (2s)
[gen] fold2_room1_mix0787 static tier=critical car_drive+siren noise=57.8dBA peak=0.033 (5s)
[gen] fold2_room1_mix0788 walk tier=critical car_drive+car_drive+car_drive+backup_beep+crossing noise=58.4dBA peak=0.007 (12s)
[gen] fold2_room1_mix0789 static tier=na horn noise=57.7dBA peak=0.034 (2s)
[gen] fold2_room1_mix0790 walk tier=caution car_drive noise=61.3dBA peak=0.002 (3s)
[gen] fold2_room1_mix0791 walk tier=safe car_drive+car_drive+siren noise=51.0dBA peak=0.188 (7s)
[gen] fold2_room1_mix0792 walk tier=critical car_drive+crossing noise=61.4dBA peak=0.005 (5s)
[3642-7199] 1950/3558 11690s elapsed, 6.00s/clip
[gen] fold2_room1_mix0793 walk tier=critical car_drive+siren+backup_beep noise=56.6dBA peak=0.101 (7s)
[gen] fold2_room1_mix0794 walk tier=safe car_drive+car_drive+car_drive noise=44.7dBA peak=0.003 (8s)
[gen] fold2_room1_mix0795 walk tier=caution car_drive noise=44.5dBA peak=0.003 (3s)
[gen] fold2_room1_mix0796 walk tier=caution car_drive+car_drive noise=40.4dBA peak=0.004 (5s)
[gen] fold2_room1_mix0797 static tier=caution car_drive noise=63.0dBA peak=0.002 (2s)
[gen] fold2_room1_mix0798 static tier=safe car_drive+bike_bell noise=43.6dBA peak=0.001 (12s)
[gen] fold2_room1_mix0799 static tier=critical car_drive+siren+bike_bell noise=52.4dBA peak=0.078 (17s)
[gen] fold2_room1_mix0800 walk tier=caution car_drive+car_drive+car_drive+horn noise=61.2dBA peak=0.022 (10s)
[gen] fold2_room1_mix0801 walk tier=safe car_drive noise=43.9dBA peak=0.001 (3s)
[gen] fold2_room1_mix0802 static tier=safe car_drive+car_drive+car_drive+horn noise=61.2dBA peak=0.010 (9s)
[gen] fold2_room1_mix0803 walk tier=caution car_drive+siren+bike_bell noise=43.5dBA peak=0.131 (15s)
[gen] fold2_room1_mix0804 walk tier=critical car_drive+horn noise=61.6dBA peak=0.019 (6s)
[gen] fold2_room1_mix0805 static tier=safe car_drive+crossing noise=40.1dBA peak=0.001 (5s)
[gen] fold2_room1_mix0806 static tier=caution car_drive+crossing noise=53.6dBA peak=0.001 (6s)
[gen] fold2_room1_mix0807 static tier=critical car_drive+car_drive+backup_beep noise=46.9dBA peak=0.003 (6s)
[gen] fold2_room1_mix0808 walk tier=na none noise=48.5dBA peak=0.000 (0s)
[gen] fold2_room1_mix0809 walk tier=critical car_drive noise=55.3dBA peak=0.003 (2s)
[gen] fold2_room1_mix0810 walk tier=safe car_drive noise=51.9dBA peak=0.000 (2s)
[gen] fold2_room1_mix0811 walk tier=safe car_drive+car_drive+siren noise=49.4dBA peak=0.005 (7s)
[gen] fold2_room1_mix0812 walk tier=caution car_drive+car_drive+car_drive+crossing noise=57.8dBA peak=0.006 (10s)
[gen] fold2_room1_mix0813 static tier=critical car_drive+car_drive+bike_bell noise=64.0dBA peak=0.004 (15s)
[gen] fold2_room1_mix0814 static tier=caution car_drive+crossing noise=56.4dBA peak=0.003 (8s)
[gen] fold2_room1_mix0815 static tier=critical car_drive noise=48.9dBA peak=0.004 (3s)
[gen] fold2_room1_mix0816 walk tier=caution car_drive+bike_bell+bike_bell noise=49.6dBA peak=0.002 (17s)
[gen] fold2_room1_mix0817 static tier=critical car_drive+crossing noise=50.4dBA peak=0.003 (5s)
[3642-7199] 1975/3558 11876s elapsed, 6.01s/clip
[gen] fold2_room1_mix0818 walk tier=na none noise=50.5dBA peak=0.000 (0s)
[gen] fold2_room1_mix0819 walk tier=critical car_drive+backup_beep noise=44.2dBA peak=0.006 (4s)
[gen] fold2_room1_mix0820 walk tier=caution car_drive+car_drive+bike_bell noise=52.0dBA peak=0.007 (14s)
[gen] fold2_room1_mix0821 static tier=safe car_drive+car_drive+car_drive+horn noise=43.7dBA peak=0.012 (9s)
[gen] fold2_room1_mix0822 walk tier=critical car_drive+car_drive+siren+horn noise=55.2dBA peak=0.033 (10s)
[gen] fold2_room1_mix0823 walk tier=caution car_drive+backup_beep noise=46.7dBA peak=0.001 (5s)
[gen] fold2_room1_mix0824 walk tier=caution car_drive+car_drive+car_drive+backup_beep+bike_bell noise=47.9dBA peak=0.003 (13s)
[gen] fold2_room1_mix0825 static tier=critical car_drive noise=56.3dBA peak=0.004 (2s)
[gen] fold2_room1_mix0826 walk tier=critical car_drive noise=64.0dBA peak=0.003 (3s)
[gen] fold2_room1_mix0827 walk tier=critical car_drive+car_drive noise=42.2dBA peak=0.003 (5s)
[gen] fold2_room1_mix0828 static tier=na crossing noise=48.6dBA peak=0.000 (3s)
[gen] fold2_room1_mix0829 walk tier=safe car_drive noise=50.6dBA peak=0.002 (2s)
[gen] fold2_room1_mix0830 walk tier=safe car_drive+car_drive+car_drive+backup_beep+bike_bell noise=59.5dBA peak=0.003 (12s)
[gen] fold2_room1_mix0831 static tier=critical car_drive+car_drive+car_drive noise=57.7dBA peak=0.006 (7s)
[gen] fold2_room1_mix0832 walk tier=caution car_drive+siren+siren noise=54.3dBA peak=0.045 (7s)
[gen] fold2_room1_mix0833 walk tier=safe car_drive noise=48.8dBA peak=0.001 (3s)
[gen] fold2_room1_mix0834 static tier=safe car_drive+car_drive+crossing noise=54.3dBA peak=0.004 (8s)
[gen] fold2_room1_mix0835 walk tier=caution car_drive+car_drive+siren+horn noise=52.3dBA peak=0.167 (9s)
[gen] fold2_room1_mix0836 walk tier=critical car_drive noise=48.5dBA peak=0.003 (3s)
[gen] fold2_room1_mix0837 walk tier=na none noise=50.1dBA peak=0.000 (0s)
[gen] fold2_room1_mix0838 walk tier=safe car_drive+siren+bike_bell noise=44.0dBA peak=0.165 (7s)
[gen] fold2_room1_mix0839 static tier=safe car_drive+car_drive+car_drive+backup_beep+crossing noise=46.7dBA peak=0.005 (12s)
[gen] fold2_room1_mix0840 static tier=na none noise=53.3dBA peak=0.000 (0s)
[gen] fold2_room1_mix0841 walk tier=na none noise=47.1dBA peak=0.000 (0s)
[gen] fold2_room1_mix0842 static tier=critical car_drive+siren noise=62.2dBA peak=0.088 (4s)
[3642-7199] 2000/3558 12019s elapsed, 6.01s/clip
[gen] fold2_room1_mix0843 static tier=na none noise=62.7dBA peak=0.000 (0s)
[gen] fold2_room1_mix0844 static tier=caution car_drive noise=62.2dBA peak=0.001 (3s)
[gen] fold2_room1_mix0845 walk tier=safe car_drive+car_drive+siren+bike_bell noise=57.9dBA peak=0.051 (18s)
[gen] fold2_room1_mix0846 static tier=safe car_drive noise=52.1dBA peak=0.001 (2s)
[gen] fold2_room1_mix0847 walk tier=caution car_drive noise=40.2dBA peak=0.002 (3s)
[gen] fold2_room1_mix0848 walk tier=caution car_drive+car_drive noise=45.8dBA peak=0.004 (5s)
[gen] fold2_room1_mix0849 static tier=critical car_drive noise=49.9dBA peak=0.004 (2s)
[gen] fold2_room1_mix0850 static tier=critical car_drive noise=55.8dBA peak=0.003 (2s)
[gen] fold2_room1_mix0851 static tier=caution car_drive+horn noise=40.0dBA peak=0.048 (4s)
[gen] fold2_room1_mix0852 walk tier=critical car_drive noise=48.0dBA peak=0.004 (2s)
[gen] fold2_room1_mix0853 walk tier=critical car_drive+car_drive+car_drive+horn+crossing noise=63.3dBA peak=0.009 (13s)
[gen] fold2_room1_mix0854 static tier=critical car_drive+horn noise=64.7dBA peak=0.049 (4s)
[gen] fold2_room1_mix0855 static tier=safe car_drive+horn+crossing noise=51.9dBA peak=0.020 (7s)
[gen] fold2_room1_mix0856 walk tier=safe car_drive noise=41.1dBA peak=0.001 (3s)
[gen] fold2_room1_mix0857 static tier=safe car_drive+car_drive+siren noise=64.9dBA peak=0.037 (7s)
[gen] fold2_room1_mix0858 static tier=na horn noise=40.3dBA peak=0.010 (2s)
[gen] fold2_room1_mix0859 static tier=safe car_drive+horn noise=58.7dBA peak=0.010 (4s)
[gen] fold2_room1_mix0860 walk tier=caution car_drive+backup_beep+crossing noise=41.3dBA peak=0.003 (8s)
[gen] fold2_room1_mix0861 walk tier=safe car_drive+car_drive noise=58.7dBA peak=0.001 (5s)
[gen] fold2_room1_mix0862 walk tier=critical car_drive+car_drive noise=56.2dBA peak=0.002 (5s)
[gen] fold2_room1_mix0863 static tier=critical car_drive+car_drive+backup_beep noise=63.6dBA peak=0.006 (7s)
[gen] fold2_room1_mix0864 static tier=caution car_drive+siren noise=44.5dBA peak=0.013 (4s)
[gen] fold2_room1_mix0865 walk tier=na bike_bell noise=52.0dBA peak=0.001 (11s)
[gen] fold2_room1_mix0866 static tier=caution car_drive noise=64.0dBA peak=0.003 (3s)
[gen] fold2_room1_mix0867 walk tier=safe car_drive+car_drive noise=63.7dBA peak=0.005 (6s)
[3642-7199] 2025/3558 12152s elapsed, 6.00s/clip
[gen] fold2_room1_mix0868 static tier=critical car_drive noise=56.6dBA peak=0.008 (2s)
[gen] fold2_room1_mix0869 static tier=safe car_drive+car_drive+car_drive noise=50.5dBA peak=0.003 (7s)
[gen] fold2_room1_mix0870 static tier=caution car_drive+car_drive noise=59.0dBA peak=0.001 (5s)
[gen] fold2_room1_mix0871 static tier=critical car_drive+bike_bell+bike_bell noise=61.5dBA peak=0.006 (16s)
[gen] fold2_room1_mix0872 static tier=caution car_drive+car_drive+crossing noise=49.1dBA peak=0.004 (7s)
[gen] fold2_room1_mix0873 walk tier=caution car_drive+siren noise=43.3dBA peak=0.025 (5s)
[gen] fold2_room1_mix0874 walk tier=critical car_drive+car_drive noise=61.4dBA peak=0.010 (5s)
[gen] fold2_room1_mix0875 static tier=caution car_drive+bike_bell noise=56.8dBA peak=0.002 (15s)
[gen] fold2_room1_mix0876 walk tier=na siren+backup_beep noise=54.3dBA peak=0.094 (4s)
[gen] fold2_room1_mix0877 walk tier=safe car_drive+siren noise=64.5dBA peak=0.254 (5s)
[gen] fold2_room1_mix0878 walk tier=caution car_drive+horn noise=61.6dBA peak=0.048 (5s)
[gen] fold2_room1_mix0879 static tier=safe car_drive noise=49.3dBA peak=0.001 (2s)
[gen] fold2_room1_mix0880 walk tier=na none noise=53.3dBA peak=0.000 (0s)
[gen] fold2_room1_mix0881 walk tier=caution car_drive noise=40.9dBA peak=0.002 (3s)
[gen] fold2_room1_mix0882 walk tier=critical car_drive+car_drive noise=45.9dBA peak=0.003 (5s)
[gen] fold2_room1_mix0883 static tier=na siren noise=64.4dBA peak=0.012 (2s)
[gen] fold2_room1_mix0884 static tier=critical car_drive+car_drive noise=57.6dBA peak=0.005 (5s)
[gen] fold2_room1_mix0885 walk tier=na backup_beep noise=62.6dBA peak=0.000 (2s)
[gen] fold2_room1_mix0886 walk tier=safe car_drive+bike_bell noise=59.4dBA peak=0.001 (13s)
[gen] fold2_room1_mix0887 static tier=caution car_drive+car_drive+crossing noise=44.1dBA peak=0.002 (8s)
[gen] fold2_room1_mix0888 static tier=critical car_drive+bike_bell noise=49.4dBA peak=0.006 (5s)
[gen] fold2_room1_mix0889 static tier=safe car_drive+crossing noise=59.2dBA peak=0.001 (5s)
[gen] fold2_room1_mix0890 walk tier=na none noise=42.2dBA peak=0.000 (0s)
[gen] fold2_room1_mix0891 static tier=na none noise=42.9dBA peak=0.000 (0s)
[gen] fold2_room1_mix0892 walk tier=caution car_drive+bike_bell noise=58.2dBA peak=0.003 (14s)
[3642-7199] 2050/3558 12294s elapsed, 6.00s/clip
[gen] fold2_room1_mix0893 static tier=critical car_drive+car_drive noise=49.6dBA peak=0.004 (5s)
[gen] fold2_room1_mix0894 static tier=critical car_drive+car_drive noise=64.2dBA peak=0.006 (5s)
[gen] fold2_room1_mix0895 walk tier=critical car_drive noise=53.3dBA peak=0.003 (2s)
[gen] fold2_room1_mix0896 static tier=caution car_drive+car_drive+crossing noise=45.1dBA peak=0.004 (7s)
[gen] fold2_room1_mix0897 static tier=na backup_beep noise=60.6dBA peak=0.000 (2s)
[gen] fold2_room1_mix0898 walk tier=critical car_drive+siren noise=54.2dBA peak=0.057 (5s)
[gen] fold2_room1_mix0899 walk tier=caution car_drive+car_drive noise=61.0dBA peak=0.005 (5s)
[gen] fold2_room1_mix0900 static tier=caution car_drive+backup_beep noise=48.1dBA peak=0.002 (5s)
[gen] fold2_room1_mix0901 walk tier=na none noise=58.0dBA peak=0.000 (0s)
[gen] fold2_room1_mix0902 static tier=caution car_drive+backup_beep noise=43.6dBA peak=0.003 (5s)
[gen] fold2_room1_mix0903 static tier=caution car_drive noise=48.5dBA peak=0.002 (2s)
[gen] fold2_room1_mix0904 static tier=safe car_drive+car_drive+siren+crossing noise=46.8dBA peak=0.037 (9s)
[gen] fold2_room1_mix0905 static tier=critical car_drive+bike_bell noise=61.1dBA peak=0.005 (12s)
[gen] fold2_room1_mix0906 walk tier=caution car_drive+car_drive+crossing noise=63.9dBA peak=0.003 (8s)
[gen] fold2_room1_mix0907 static tier=safe car_drive+horn+bike_bell noise=44.3dBA peak=0.057 (14s)
[gen] fold2_room1_mix0908 static tier=caution car_drive+siren noise=64.4dBA peak=0.097 (5s)
[gen] fold2_room1_mix0909 static tier=caution car_drive+car_drive+car_drive noise=49.7dBA peak=0.005 (7s)
[gen] fold2_room1_mix0910 static tier=critical car_drive noise=63.6dBA peak=0.004 (2s)
[gen] fold2_room1_mix0911 walk tier=caution car_drive noise=58.1dBA peak=0.003 (3s)
[gen] fold2_room1_mix0912 walk tier=safe car_drive+car_drive+horn noise=57.9dBA peak=0.018 (7s)
[gen] fold2_room1_mix0913 static tier=safe car_drive noise=49.9dBA peak=0.001 (2s)
[gen] fold2_room1_mix0914 walk tier=critical car_drive+car_drive+car_drive+bike_bell noise=58.7dBA peak=0.005 (18s)
[gen] fold2_room1_mix0915 walk tier=safe car_drive+car_drive noise=45.8dBA peak=0.003 (5s)
[gen] fold2_room1_mix0916 static tier=safe car_drive+car_drive+car_drive+horn+bike_bell noise=43.3dBA peak=0.015 (12s)
[gen] fold2_room1_mix0917 static tier=critical car_drive+backup_beep+crossing noise=56.3dBA peak=0.004 (7s)
[3642-7199] 2075/3558 12450s elapsed, 6.00s/clip
[gen] fold2_room1_mix0918 walk tier=critical car_drive+car_drive noise=61.8dBA peak=0.005 (5s)
[gen] fold2_room1_mix0919 walk tier=critical car_drive noise=61.9dBA peak=0.005 (3s)
[gen] fold2_room1_mix0920 static tier=critical car_drive noise=43.6dBA peak=0.003 (3s)
[gen] fold2_room1_mix0921 static tier=critical car_drive+bike_bell noise=60.2dBA peak=0.004 (5s)
[gen] fold2_room1_mix0922 walk tier=caution car_drive noise=48.2dBA peak=0.002 (3s)
[gen] fold2_room1_mix0923 walk tier=na bike_bell noise=62.5dBA peak=0.001 (4s)
[gen] fold2_room1_mix0924 walk tier=caution car_drive noise=57.8dBA peak=0.002 (3s)
[gen] fold2_room1_mix0925 static tier=critical car_drive+crossing noise=51.2dBA peak=0.004 (5s)
[gen] fold2_room1_mix0926 walk tier=caution car_drive+siren noise=59.3dBA peak=0.009 (4s)
[gen] fold2_room1_mix0927 walk tier=caution car_drive+car_drive+car_drive noise=48.1dBA peak=0.007 (7s)
[gen] fold2_room1_mix0928 walk tier=caution car_drive+car_drive+horn noise=56.5dBA peak=0.044 (7s)
[gen] fold2_room1_mix0929 static tier=caution car_drive noise=41.8dBA peak=0.001 (2s)
[gen] fold2_room1_mix0930 walk tier=caution car_drive+car_drive+bike_bell noise=64.8dBA peak=0.004 (8s)
[gen] fold2_room1_mix0931 static tier=caution car_drive noise=45.8dBA peak=0.003 (3s)
[gen] fold2_room1_mix0932 walk tier=caution car_drive+car_drive noise=51.7dBA peak=0.003 (5s)
[gen] fold2_room1_mix0933 walk tier=safe car_drive+siren noise=62.5dBA peak=0.069 (5s)
[gen] fold2_room1_mix0934 walk tier=na none noise=58.5dBA peak=0.000 (0s)
[gen] fold2_room1_mix0935 walk tier=critical car_drive+car_drive noise=48.1dBA peak=0.005 (5s)
[gen] fold2_room1_mix0936 walk tier=caution car_drive+car_drive noise=57.8dBA peak=0.003 (5s)
[gen] fold2_room1_mix0937 walk tier=caution car_drive+car_drive+bike_bell+crossing noise=46.8dBA peak=0.003 (11s)
[gen] fold2_room1_mix0938 static tier=critical car_drive+horn noise=44.0dBA peak=0.019 (4s)
[gen] fold2_room1_mix0939 static tier=safe car_drive+car_drive noise=43.6dBA peak=0.003 (5s)
[gen] fold2_room1_mix0940 static tier=critical car_drive noise=40.8dBA peak=0.005 (2s)
[gen] fold2_room1_mix0941 static tier=safe car_drive noise=43.2dBA peak=0.002 (2s)
[gen] fold2_room1_mix0942 static tier=critical car_drive noise=55.0dBA peak=0.003 (2s)
[3642-7199] 2100/3558 12559s elapsed, 5.98s/clip
[gen] fold2_room1_mix0943 static tier=caution car_drive+bike_bell noise=43.3dBA peak=0.003 (12s)
[gen] fold2_room1_mix0944 static tier=na none noise=51.6dBA peak=0.000 (0s)
[gen] fold2_room1_mix0945 static tier=caution car_drive+car_drive+car_drive+horn+bike_bell noise=50.3dBA peak=0.047 (20s)
[gen] fold2_room1_mix0946 walk tier=critical car_drive+backup_beep noise=43.0dBA peak=0.003 (5s)
[gen] fold2_room1_mix0947 walk tier=caution car_drive noise=60.5dBA peak=0.004 (2s)
[gen] fold2_room1_mix0948 static tier=critical car_drive+car_drive+car_drive noise=47.7dBA peak=0.005 (7s)
[gen] fold2_room1_mix0949 walk tier=na none noise=63.5dBA peak=0.000 (0s)
[gen] fold2_room1_mix0950 static tier=caution car_drive+horn noise=62.9dBA peak=0.008 (5s)
[gen] fold2_room1_mix0951 static tier=na none noise=57.6dBA peak=0.000 (0s)
[gen] fold2_room1_mix0952 static tier=na horn+backup_beep noise=44.1dBA peak=0.020 (4s)
[gen] fold2_room1_mix0953 walk tier=safe car_drive+car_drive+crossing noise=48.8dBA peak=0.004 (8s)
[gen] fold2_room1_mix0954 static tier=caution car_drive noise=40.6dBA peak=0.003 (3s)
[gen] fold2_room1_mix0955 static tier=caution car_drive noise=55.8dBA peak=0.001 (3s)
[gen] fold2_room1_mix0956 static tier=safe car_drive+horn noise=53.3dBA peak=0.032 (4s)
[gen] fold2_room1_mix0957 walk tier=critical car_drive+crossing noise=43.2dBA peak=0.004 (6s)
[gen] fold2_room1_mix0958 static tier=safe car_drive+car_drive+car_drive noise=56.7dBA peak=0.006 (7s)
[gen] fold2_room1_mix0959 walk tier=critical car_drive+siren+crossing noise=50.2dBA peak=0.023 (8s)
[gen] fold2_room1_mix0960 static tier=na backup_beep+bike_bell noise=64.2dBA peak=0.001 (5s)
[gen] fold2_room1_mix0961 walk tier=safe car_drive+horn noise=64.4dBA peak=0.022 (5s)
[gen] fold2_room1_mix0962 walk tier=na none noise=64.8dBA peak=0.001 (0s)
[gen] fold2_room1_mix0963 walk tier=critical car_drive+car_drive+car_drive noise=52.3dBA peak=0.006 (7s)
[gen] fold2_room1_mix0964 walk tier=critical car_drive+car_drive+crossing noise=58.3dBA peak=0.003 (8s)
[gen] fold2_room1_mix0965 walk tier=caution car_drive+bike_bell noise=58.8dBA peak=0.004 (5s)
[gen] fold2_room1_mix0966 static tier=caution car_drive+horn noise=40.5dBA peak=0.016 (5s)
[gen] fold2_room1_mix0967 static tier=critical car_drive noise=49.1dBA peak=0.006 (2s)
[3642-7199] 2125/3558 12691s elapsed, 5.97s/clip
[gen] fold2_room1_mix0968 static tier=caution car_drive+car_drive+car_drive+crossing noise=44.6dBA peak=0.004 (11s)
[gen] fold2_room1_mix0969 static tier=caution car_drive+car_drive+backup_beep+bike_bell noise=57.8dBA peak=0.003 (10s)
[gen] fold2_room1_mix0970 walk tier=safe car_drive+crossing noise=61.6dBA peak=0.001 (5s)
[gen] fold2_room1_mix0971 static tier=critical car_drive+horn noise=57.8dBA peak=0.004 (4s)
[gen] fold2_room1_mix0972 walk tier=safe car_drive+bike_bell noise=54.0dBA peak=0.001 (5s)
[gen] fold2_room1_mix0973 static tier=critical car_drive+horn noise=61.6dBA peak=0.013 (4s)
[gen] fold2_room1_mix0974 walk tier=critical car_drive+horn noise=54.5dBA peak=0.032 (5s)
[gen] fold2_room1_mix0975 static tier=na backup_beep noise=44.7dBA peak=0.001 (2s)
[gen] fold2_room1_mix0976 walk tier=safe car_drive+car_drive noise=41.6dBA peak=0.005 (5s)
[gen] fold2_room1_mix0977 static tier=safe car_drive+car_drive+backup_beep noise=63.3dBA peak=0.002 (7s)
[gen] fold2_room1_mix0978 walk tier=na none noise=46.7dBA peak=0.000 (0s)
[gen] fold2_room1_mix0979 static tier=safe car_drive+car_drive+car_drive noise=45.9dBA peak=0.005 (7s)
[gen] fold2_room1_mix0980 static tier=safe car_drive noise=46.2dBA peak=0.002 (2s)
[gen] fold2_room1_mix0981 static tier=caution car_drive+car_drive+car_drive noise=42.5dBA peak=0.004 (7s)
[gen] fold2_room1_mix0982 walk tier=caution car_drive+car_drive noise=58.1dBA peak=0.003 (5s)
[gen] fold2_room1_mix0983 static tier=na siren+bike_bell noise=45.5dBA peak=0.035 (5s)
[gen] fold2_room1_mix0984 static tier=safe car_drive+car_drive noise=48.7dBA peak=0.002 (5s)
[gen] fold2_room1_mix0985 static tier=safe car_drive+backup_beep noise=61.7dBA peak=0.002 (4s)
[gen] fold2_room1_mix0986 static tier=safe car_drive+horn noise=40.4dBA peak=0.044 (4s)
[gen] fold2_room1_mix0987 static tier=na siren+backup_beep noise=56.4dBA peak=0.276 (4s)
[gen] fold2_room1_mix0988 static tier=safe car_drive+horn+bike_bell noise=44.2dBA peak=0.014 (13s)
[gen] fold2_room1_mix0989 walk tier=safe car_drive+bike_bell noise=52.2dBA peak=0.002 (5s)
[gen] fold2_room1_mix0990 static tier=critical car_drive+horn noise=62.6dBA peak=0.021 (4s)
[gen] fold2_room1_mix0991 walk tier=critical car_drive noise=60.8dBA peak=0.003 (2s)
[gen] fold2_room1_mix0992 walk tier=caution car_drive noise=56.9dBA peak=0.002 (3s)
[3642-7199] 2150/3558 12822s elapsed, 5.96s/clip
[gen] fold2_room1_mix0993 walk tier=safe car_drive+car_drive+crossing noise=58.0dBA peak=0.003 (8s)
[gen] fold2_room1_mix0994 static tier=na bike_bell noise=56.0dBA peak=0.001 (10s)
[gen] fold2_room1_mix0995 static tier=caution car_drive+siren+backup_beep noise=57.7dBA peak=0.006 (6s)
[gen] fold2_room1_mix0996 static tier=na horn noise=60.2dBA peak=0.018 (2s)
[gen] fold2_room1_mix0997 static tier=na none noise=51.3dBA peak=0.000 (0s)
[gen] fold2_room1_mix0998 walk tier=critical car_drive+car_drive+bike_bell noise=49.7dBA peak=0.005 (14s)
[gen] fold2_room1_mix0999 static tier=critical car_drive+car_drive+siren+siren noise=64.5dBA peak=0.088 (9s)
[gen] fold2_room1_mix1000 static tier=safe car_drive+car_drive+backup_beep+crossing noise=42.8dBA peak=0.001 (10s)
[gen] fold2_room1_mix1001 walk tier=caution car_drive+car_drive+car_drive+backup_beep noise=40.4dBA peak=0.004 (10s)
[gen] fold2_room1_mix1002 static tier=caution car_drive+car_drive+backup_beep noise=58.0dBA peak=0.002 (7s)
[gen] fold2_room1_mix1003 static tier=critical car_drive+car_drive+car_drive+backup_beep noise=46.2dBA peak=0.006 (9s)
[gen] fold2_room1_mix1004 static tier=safe car_drive+car_drive+crossing noise=59.5dBA peak=0.003 (8s)
[gen] fold2_room1_mix1005 walk tier=na none noise=48.1dBA peak=0.000 (0s)
