clip_id,split,motion,n_warnings,w1_class,w1_side,w2_class,w2_side,danger_tier,car_side,scenario,seed,scene_type,n_car,rain,rain_rate,rain_dba,grammar,close_slow,cs_cpa_m,cs_speed_kmh,cs_level_adj_db,mic_z,h_copy
fold1_room1_mix5384,fold1,walk,0,,,,,,,v12kick,9104616777,v12ext,0,moderate,600,50.2,v16,,,,,1.966,1
fold1_room1_mix5385,fold1,walk,0,,,,,,,v12kick,9104624696,v12ext,0,,,,v16,,,,,1.756,1
fold1_room1_mix5386,fold1,static,0,,,,,,,v12kick,9104632615,v12ext,0,heavy,2500,62.6,v16,,,,,1.633,1
fold1_room1_mix5387,fold1,static,0,,,,,,,v12kick,9104640534,v12ext,0,,,,v16,,,,,1.569,1
fold1_room1_mix5388,fold1,walk,0,,,,,,,v12kick,9104648453,v12ext,0,,,,v16,,,,,1.701,1
fold1_room1_mix5389,fold1,static,0,,,,,,,v12kick,9104656372,v12ext,0,,,,v16,,,,,2.021,1
fold1_room1_mix5390,fold1,walk,0,,,,,,,v12kick,9104664291,v12ext,0,,,,v16,,,,,1.767,1
fold1_room1_mix5391,fold1,walk,0,,,,,,,v12kick,9104672210,v12ext,0,,,,v16,,,,,1.792,1
fold1_room1_mix5392,fold1,walk,0,,,,,,,v12kick,9104680129,v12ext,0,,,,v16,,,,,1.738,1
fold1_room1_mix5393,fold1,static,0,,,,,,,v12kick,9104688048,v12ext,0,,,,v16,,,,,1.403,1
fold1_room1_mix5394,fold1,walk,0,,,,,,,v12kick,9104695967,v12ext,0,,,,v16,,,,,2.100,1
fold1_room1_mix5395,fold1,walk,0,,,,,,,v12kick,9104703886,v12ext,0,,,,v16,,,,,1.484,1
fold1_room1_mix5396,fold1,walk,0,,,,,,,v12kick,9104711805,v12ext,0,,,,v16,,,,,1.814,1
fold1_room1_mix5397,fold1,static,0,,,,,,,v12kick,9104719724,v12ext,0,,,,v16,,,,,1.530,1
fold1_room1_mix5398,fold1,static,0,,,,,,,v12kick,9104727643,v12ext,0,light,150,48.2,v16,,,,,1.526,1
fold1_room1_mix5399,fold1,walk,0,,,,,,,v12kick,9104735562,v12ext,0,,,,v16,,,,,1.584,1
fold1_room1_mix5400,fold1,walk,0,,,,,,,v12kick,9104743481,v12ext,0,light,150,49.4,v16,,,,,1.850,1
fold1_room1_mix5401,fold1,walk,0,,,,,,,v12kick,9104751400,v12ext,0,,,,v16,,,,,2.011,1
fold1_room1_mix5402,fold1,static,0,,,,,,,v12kick,9104759319,v12ext,0,,,,v16,,,,,1.866,1
fold1_room1_mix5403,fold1,walk,0,,,,,,,v12kick,9104767238,v12ext,0,,,,v16,,,,,1.825,1
fold1_room1_mix5404,fold1,walk,0,,,,,,,v12kick,9104775157,v12ext,0,,,,v16,,,,,1.805,1
fold1_room1_mix5405,fold1,walk,0,,,,,,,v12kick,9104783076,v12ext,0,,,,v16,,,,,2.055,1
fold1_room1_mix5406,fold1,static,0,,,,,,,v12kick,9104790995,v12ext,0,light,150,47.4,v16,,,,,1.778,1
fold1_room1_mix5407,fold1,walk,0,,,,,,,v12kick,9104798914,v12ext,0,,,,v16,,,,,1.698,1
fold1_room1_mix5408,fold1,static,0,,,,,,,v12kick,9104806833,v12ext,0,light,150,48.3,v16,,,,,1.926,1
fold1_room1_mix5409,fold1,walk,0,,,,,,,v12kick,9104814752,v12ext,0,,,,v16,,,,,1.751,1
fold1_room1_mix5410,fold1,walk,0,,,,,,,v12kick,9104822671,v12ext,0,,,,v16,,,,,1.860,1
fold1_room1_mix5411,fold1,walk,0,,,,,,,v12kick,9104830590,v12ext,0,,,,v16,,,,,1.473,1
fold1_room1_mix5412,fold1,walk,0,,,,,,,v12kick,9104838509,v12ext,0,,,,v16,,,,,1.879,1
fold1_room1_mix5413,fold1,walk,0,,,,,,,v12kick,9104846428,v12ext,0,heavy,2500,62.5,v16,,,,,1.515,1
fold1_room1_mix5414,fold1,walk,0,,,,,,,v12kick,9104854347,v12ext,0,,,,v16,,,,,1.473,1
fold1_room1_mix5415,fold1,walk,0,,,,,,,v12kick,9104862266,v12ext,0,,,,v16,,,,,2.084,1
fold1_room1_mix5416,fold1,walk,0,,,,,,,v12kick,9104870185,v12ext,0,,,,v16,,,,,1.574,1
fold1_room1_mix5417,fold1,walk,0,,,,,,,v12kick,9104878104,v12ext,0,,,,v16,,,,,1.860,1
fold1_room1_mix5418,fold1,static,0,,,,,,,v12kick,9104886023,v12ext,0,,,,v16,,,,,1.588,1
fold1_room1_mix5419,fold1,walk,0,,,,,,,v12kick,9104893942,v12ext,0,,,,v16,,,,,1.664,1
fold1_room1_mix5420,fold1,walk,0,,,,,,,v12kick,9104901861,v12ext,0,,,,v16,,,,,2.084,1
fold1_room1_mix5421,fold1,walk,0,,,,,,,v12kick,9104909780,v12ext,0,,,,v16,,,,,1.635,1
fold1_room1_mix5422,fold1,walk,0,,,,,,,v12kick,9104917699,v12ext,0,,,,v16,,,,,2.040,1
fold1_room1_mix5423,fold1,walk,0,,,,,,,v12kick,9104925618,v12ext,0,,,,v16,,,,,1.629,1
fold1_room1_mix5424,fold1,walk,0,,,,,,,v12kick,9104933537,v12ext,0,,,,v16,,,,,1.827,1
fold1_room1_mix5425,fold1,static,0,,,,,,,v12kick,9104941456,v12ext,0,,,,v16,,,,,2.044,1
fold1_room1_mix5426,fold1,walk,0,,,,,,,v12kick,9104949375,v12ext,0,,,,v16,,,,,2.047,1
fold1_room1_mix5427,fold1,walk,0,,,,,,,v12kick,9104957294,v12ext,0,,,,v16,,,,,2.033,1
fold1_room1_mix5428,fold1,static,0,,,,,,,v12kick,9104965213,v12ext,0,,,,v16,,,,,1.574,1
fold1_room1_mix5429,fold1,walk,0,,,,,,,v12kick,9104973132,v12ext,0,,,,v16,,,,,1.759,1
fold1_room1_mix5430,fold1,walk,0,,,,,,,v12kick,9104981051,v12ext,0,,,,v16,,,,,1.572,1
fold1_room1_mix5431,fold1,walk,0,,,,,,,v12kick,9104988970,v12ext,0,,,,v16,,,,,1.964,1
fold1_room1_mix5432,fold1,static,0,,,,,,,v12kick,9104996889,v12ext,0,,,,v16,,,,,2.001,1
fold1_room1_mix5433,fold1,walk,0,,,,,,,v12kick,9105004808,v12ext,0,light,150,48.3,v16,,,,,1.893,1
fold1_room1_mix5434,fold1,walk,0,,,,,,,v12kick,9105012727,v12ext,0,,,,v16,,,,,2.030,1
fold1_room1_mix5435,fold1,static,0,,,,,,,v12kick,9105020646,v12ext,0,light,150,45.2,v16,,,,,1.662,1
fold1_room1_mix5436,fold1,walk,0,,,,,,,v12kick,9105028565,v12ext,0,,,,v16,,,,,1.929,1
fold1_room1_mix5437,fold1,walk,0,,,,,,,v12kick,9105036484,v12ext,0,,,,v16,,,,,1.461,1
fold1_room1_mix5438,fold1,walk,0,,,,,,,v12kick,9105044403,v12ext,0,moderate,600,56.9,v16,,,,,1.577,1
fold1_room1_mix5439,fold1,static,0,,,,,,,v12kick,9105052322,v12ext,0,,,,v16,,,,,1.696,1
fold1_room1_mix5440,fold1,walk,0,,,,,,,v12kick,9105060241,v12ext,0,light,150,46.4,v16,,,,,2.014,1
fold1_room1_mix5441,fold1,walk,0,,,,,,,v12kick,9105068160,v12ext,0,,,,v16,,,,,1.704,1
fold1_room1_mix5442,fold1,static,0,,,,,,,v12kick,9105076079,v12ext,0,,,,v16,,,,,1.596,1
fold1_room1_mix5443,fold1,walk,0,,,,,,,v12kick,9105083998,v12ext,0,,,,v16,,,,,1.801,1
fold1_room1_mix5444,fold1,static,0,,,,,,,v12kick,9105091917,v12ext,0,light,150,48.2,v16,,,,,1.449,1
fold1_room1_mix5445,fold1,walk,0,,,,,,,v12kick,9105099836,v12ext,0,,,,v16,,,,,1.664,1
fold1_room1_mix5446,fold1,walk,0,,,,,,,v12kick,9105107755,v12ext,0,,,,v16,,,,,1.562,1
fold1_room1_mix5447,fold1,static,0,,,,,,,v12kick,9105115674,v12ext,0,,,,v16,,,,,1.558,1
fold1_room1_mix5448,fold1,walk,0,,,,,,,v12kick,9105123593,v12ext,0,,,,v16,,,,,1.820,1
fold1_room1_mix5449,fold1,static,0,,,,,,,v12kick,9105131512,v12ext,0,,,,v16,,,,,2.080,1
fold1_room1_mix5450,fold1,static,0,,,,,,,v12kick,9105139431,v12ext,0,,,,v16,,,,,1.846,1
fold1_room1_mix5451,fold1,static,0,,,,,,,v12kick,9105147350,v12ext,0,,,,v16,,,,,1.959,1
fold1_room1_mix5452,fold1,walk,0,,,,,,,v12kick,9105155269,v12ext,0,light,150,49.9,v16,,,,,1.512,1
fold1_room1_mix5453,fold1,walk,0,,,,,,,v12kick,9105163188,v12ext,0,,,,v16,,,,,2.003,1
fold1_room1_mix5454,fold1,walk,0,,,,,,,v12kick,9105171107,v12ext,0,,,,v16,,,,,2.027,1
fold1_room1_mix5455,fold1,walk,0,,,,,,,v12kick,9105179026,v12ext,0,light,150,49.8,v16,,,,,1.832,1
fold1_room1_mix5456,fold1,walk,0,,,,,,,v12kick,9105186945,v12ext,0,,,,v16,,,,,1.472,1
fold1_room1_mix5457,fold1,static,0,,,,,,,v12kick,9105194864,v12ext,0,,,,v16,,,,,1.820,1
fold1_room1_mix5458,fold1,static,0,,,,,,,v12kick,9105202783,v12ext,0,,,,v16,,,,,1.482,1
fold1_room1_mix5459,fold1,walk,0,,,,,,,v12kick,9105210702,v12ext,0,,,,v16,,,,,1.818,1
fold1_room1_mix5460,fold1,static,0,,,,,,,v12kick,9105218621,v12ext,0,moderate,600,55.9,v16,,,,,1.584,1
fold1_room1_mix5461,fold1,walk,0,,,,,,,v12kick,9105226540,v12ext,0,light,150,47.7,v16,,,,,1.861,1
fold1_room1_mix5462,fold1,walk,0,,,,,,,v12kick,9105234459,v12ext,0,,,,v16,,,,,1.755,1
fold1_room1_mix5463,fold1,walk,0,,,,,,,v12kick,9105242378,v12ext,0,,,,v16,,,,,1.413,1
fold1_room1_mix5464,fold1,static,0,,,,,,,v12kick,9105250297,v12ext,0,light,150,48.7,v16,,,,,1.410,1
fold1_room1_mix5465,fold1,static,0,,,,,,,v12kick,9105258216,v12ext,0,,,,v16,,,,,2.097,1
fold1_room1_mix5466,fold1,walk,0,,,,,,,v12kick,9105266135,v12ext,0,,,,v16,,,,,2.002,1
fold1_room1_mix5467,fold1,walk,0,,,,,,,v12kick,9105274054,v12ext,0,,,,v16,,,,,1.928,1
fold1_room1_mix5468,fold1,static,0,,,,,,,v12kick,9105281973,v12ext,0,,,,v16,,,,,2.074,1
fold1_room1_mix5469,fold1,static,0,,,,,,,v12kick,9105289892,v12ext,0,,,,v16,,,,,1.758,1
fold1_room1_mix5470,fold1,walk,0,,,,,,,v12kick,9105297811,v12ext,0,light,150,47.6,v16,,,,,1.773,1
fold1_room1_mix5471,fold1,walk,0,,,,,,,v12kick,9105305730,v12ext,0,,,,v16,,,,,1.610,1
fold1_room1_mix5472,fold1,walk,0,,,,,,,v12kick,9105313649,v12ext,0,,,,v16,,,,,1.427,1
fold1_room1_mix5473,fold1,static,0,,,,,,,v12kick,9105321568,v12ext,0,,,,v16,,,,,1.979,1
fold1_room1_mix5474,fold1,static,0,,,,,,,v12kick,9105329487,v12ext,0,light,150,46.5,v16,,,,,2.053,1
fold1_room1_mix5475,fold1,walk,0,,,,,,,v12kick,9105337406,v12ext,0,,,,v16,,,,,2.034,1
fold1_room1_mix5476,fold1,walk,0,,,,,,,v12kick,9105345325,v12ext,0,,,,v16,,,,,1.456,1
fold1_room1_mix5477,fold1,walk,0,,,,,,,v12kick,9105353244,v12ext,0,,,,v16,,,,,2.087,1
fold1_room1_mix5478,fold1,walk,0,,,,,,,v12kick,9105361163,v12ext,0,heavy,2500,66.8,v16,,,,,1.681,1
fold1_room1_mix5479,fold1,walk,0,,,,,,,v12kick,9105369082,v12ext,0,,,,v16,,,,,1.505,1
fold1_room1_mix5480,fold1,static,0,,,,,,,v12kick,9105377001,v12ext,0,heavy,2500,65.6,v16,,,,,1.713,1
fold1_room1_mix5481,fold1,static,0,,,,,,,v12kick,9105384920,v12ext,0,light,150,45.7,v16,,,,,1.900,1
fold1_room1_mix5482,fold1,static,0,,,,,,,v12kick,9105392839,v12ext,0,moderate,600,57.0,v16,,,,,1.659,1
fold1_room1_mix5483,fold1,walk,0,,,,,,,v12kick,9105400758,v12ext,0,,,,v16,,,,,1.923,1
fold1_room1_mix5484,fold1,walk,0,,,,,,,v12kick,9105408677,v12ext,0,,,,v16,,,,,1.665,1
fold1_room1_mix5485,fold1,walk,0,,,,,,,v12kick,9105416596,v12ext,0,,,,v16,,,,,2.061,1
fold1_room1_mix5486,fold1,walk,0,,,,,,,v12kick,9105424515,v12ext,0,,,,v16,,,,,1.639,1
fold1_room1_mix5487,fold1,static,0,,,,,,,v12kick,9105432434,v12ext,0,,,,v16,,,,,1.796,1
fold1_room1_mix5488,fold1,walk,0,,,,,,,v12kick,9105440353,v12ext,0,light,150,49.9,v16,,,,,1.628,1
fold1_room1_mix5489,fold1,walk,0,,,,,,,v12kick,9105448272,v12ext,0,light,150,45.4,v16,,,,,1.637,1
fold1_room1_mix5490,fold1,walk,0,,,,,,,v12kick,9105456191,v12ext,0,,,,v16,,,,,1.701,1
fold1_room1_mix5491,fold1,walk,0,,,,,,,v12kick,9105464110,v12ext,0,light,150,47.4,v16,,,,,2.072,1
fold1_room1_mix5492,fold1,static,0,,,,,,,v12kick,9105472029,v12ext,0,,,,v16,,,,,1.989,1
fold1_room1_mix5493,fold1,walk,0,,,,,,,v12kick,9105479948,v12ext,0,,,,v16,,,,,1.890,1
fold1_room1_mix5494,fold1,walk,0,,,,,,,v12kick,9105487867,v12ext,0,light,150,46.7,v16,,,,,1.613,1
fold1_room1_mix5495,fold1,static,0,,,,,,,v12kick,9105495786,v12ext,0,light,150,47.1,v16,,,,,1.564,1
fold1_room1_mix5496,fold1,static,0,,,,,,,v12kick,9105503705,v12ext,0,,,,v16,,,,,2.023,1
fold1_room1_mix5497,fold1,static,0,,,,,,,v12kick,9105511624,v12ext,0,,,,v16,,,,,1.633,1
fold1_room1_mix5498,fold1,walk,0,,,,,,,v12kick,9105519543,v12ext,0,,,,v16,,,,,1.784,1
fold1_room1_mix5499,fold1,walk,0,,,,,,,v12kick,9105527462,v12ext,0,,,,v16,,,,,1.571,1
fold1_room1_mix5500,fold1,walk,0,,,,,,,v12kick,9105535381,v12ext,0,,,,v16,,,,,1.807,1
fold1_room1_mix5501,fold1,walk,0,,,,,,,v12kick,9105543300,v12ext,0,,,,v16,,,,,1.776,1
fold1_room1_mix5502,fold1,static,0,,,,,,,v12kick,9105551219,v12ext,0,,,,v16,,,,,2.075,1
fold1_room1_mix5503,fold1,walk,0,,,,,,,v12kick,9105559138,v12ext,0,,,,v16,,,,,2.087,1
fold1_room1_mix5504,fold1,static,0,,,,,,,v12kick,9105567057,v12ext,0,,,,v16,,,,,1.964,1
fold1_room1_mix5505,fold1,walk,0,,,,,,,v12kick,9105574976,v12ext,0,,,,v16,,,,,1.830,1
fold1_room1_mix5506,fold1,walk,0,,,,,,,v12kick,9105582895,v12ext,0,,,,v16,,,,,1.984,1
fold1_room1_mix5507,fold1,static,0,,,,,,,v12kick,9105590814,v12ext,0,,,,v16,,,,,1.607,1
fold1_room1_mix5508,fold1,walk,0,,,,,,,v12kick,9105598733,v12ext,0,moderate,600,55.4,v16,,,,,2.059,1
fold1_room1_mix5509,fold1,static,0,,,,,,,v12kick,9105606652,v12ext,0,,,,v16,,,,,1.749,1
fold1_room1_mix5510,fold1,walk,0,,,,,,,v12kick,9105614571,v12ext,0,,,,v16,,,,,1.563,1
fold1_room1_mix5511,fold1,static,0,,,,,,,v12kick,9105622490,v12ext,0,,,,v16,,,,,1.722,1
fold1_room1_mix5512,fold1,walk,0,,,,,,,v12kick,9105630409,v12ext,0,,,,v16,,,,,1.868,1
fold1_room1_mix5513,fold1,walk,0,,,,,,,v12kick,9105638328,v12ext,0,,,,v16,,,,,1.738,1
fold1_room1_mix5514,fold1,static,0,,,,,,,v12kick,9105646247,v12ext,0,,,,v16,,,,,1.428,1
fold1_room1_mix5515,fold1,static,0,,,,,,,v12kick,9105654166,v12ext,0,,,,v16,,,,,1.597,1
fold1_room1_mix5516,fold1,static,0,,,,,,,v12kick,9105662085,v12ext,0,moderate,600,54.6,v16,,,,,2.080,1
fold1_room1_mix5517,fold1,walk,0,,,,,,,v12kick,9105670004,v12ext,0,,,,v16,,,,,2.090,1
fold1_room1_mix5518,fold1,walk,0,,,,,,,v12kick,9105677923,v12ext,0,,,,v16,,,,,2.055,1
fold1_room1_mix5519,fold1,walk,0,,,,,,,v12kick,9105685842,v12ext,0,,,,v16,,,,,1.440,1
fold1_room1_mix5520,fold1,walk,0,,,,,,,v12kick,9105693761,v12ext,0,,,,v16,,,,,1.402,1
fold1_room1_mix5521,fold1,walk,0,,,,,,,v12kick,9105701680,v12ext,0,,,,v16,,,,,1.873,1
fold1_room1_mix5522,fold1,walk,0,,,,,,,v12kick,9105709599,v12ext,0,moderate,600,56.7,v16,,,,,1.954,1
fold1_room1_mix5523,fold1,static,0,,,,,,,v12kick,9105717518,v12ext,0,,,,v16,,,,,1.885,1
fold1_room1_mix5524,fold1,walk,0,,,,,,,v12kick,9105725437,v12ext,0,,,,v16,,,,,1.916,1
fold1_room1_mix5525,fold1,walk,0,,,,,,,v12kick,9105733356,v12ext,0,,,,v16,,,,,1.701,1
fold1_room1_mix5526,fold1,static,0,,,,,,,v12kick,9105741275,v12ext,0,,,,v16,,,,,1.977,1
fold1_room1_mix5527,fold1,walk,0,,,,,,,v12kick,9105749194,v12ext,0,,,,v16,,,,,1.855,1
fold1_room1_mix5528,fold1,static,0,,,,,,,v12kick,9105757113,v12ext,0,,,,v16,,,,,1.751,1
fold1_room1_mix5529,fold1,walk,0,,,,,,,v12kick,9105765032,v12ext,0,,,,v16,,,,,2.041,1
fold1_room1_mix5530,fold1,walk,0,,,,,,,v12kick,9105772951,v12ext,0,,,,v16,,,,,1.872,1
fold1_room1_mix5531,fold1,static,0,,,,,,,v12kick,9105780870,v12ext,0,,,,v16,,,,,1.591,1
fold1_room1_mix5532,fold1,static,0,,,,,,,v12kick,9105788789,v12ext,0,,,,v16,,,,,1.680,1
fold1_room1_mix5533,fold1,walk,0,,,,,,,v12kick,9105796708,v12ext,0,,,,v16,,,,,1.560,1
fold1_room1_mix5534,fold1,walk,0,,,,,,,v12kick,9105804627,v12ext,0,moderate,600,54.0,v16,,,,,2.063,1
fold1_room1_mix5535,fold1,walk,0,,,,,,,v12kick,9105812546,v12ext,0,moderate,600,57.3,v16,,,,,1.413,1
fold1_room1_mix5536,fold1,static,0,,,,,,,v12kick,9105820465,v12ext,0,moderate,600,52.1,v16,,,,,2.048,1
fold1_room1_mix5537,fold1,walk,0,,,,,,,v12kick,9105828384,v12ext,0,,,,v16,,,,,1.480,1
fold1_room1_mix5538,fold1,static,0,,,,,,,v12kick,9105836303,v12ext,0,,,,v16,,,,,2.091,1
fold1_room1_mix5539,fold1,walk,0,,,,,,,v12kick,9105844222,v12ext,0,,,,v16,,,,,1.906,1
fold1_room1_mix5540,fold1,static,0,,,,,,,v12kick,9105852141,v12ext,0,moderate,600,50.3,v16,,,,,1.710,1
fold1_room1_mix5541,fold1,static,0,,,,,,,v12kick,9105860060,v12ext,0,,,,v16,,,,,1.755,1
fold1_room1_mix5542,fold1,walk,0,,,,,,,v12kick,9105867979,v12ext,0,,,,v16,,,,,1.732,1
fold1_room1_mix5543,fold1,static,0,,,,,,,v12kick,9105875898,v12ext,0,,,,v16,,,,,1.493,1
fold1_room1_mix5544,fold1,walk,0,,,,,,,v12kick,9105883817,v12ext,0,,,,v16,,,,,1.415,1
fold1_room1_mix5545,fold1,static,0,,,,,,,v12kick,9105891736,v12ext,0,heavy,2500,67.7,v16,,,,,1.641,1
fold1_room1_mix5546,fold1,static,0,,,,,,,v12kick,9105899655,v12ext,0,,,,v16,,,,,1.519,1
fold1_room1_mix5547,fold1,walk,0,,,,,,,v12kick,9105907574,v12ext,0,,,,v16,,,,,1.924,1
fold1_room1_mix5548,fold1,walk,0,,,,,,,v12kick,9105915493,v12ext,0,,,,v16,,,,,1.641,1
fold1_room1_mix5549,fold1,walk,0,,,,,,,v12kick,9105923412,v12ext,0,,,,v16,,,,,2.033,1
fold1_room1_mix5550,fold1,static,0,,,,,,,v12kick,9105931331,v12ext,0,,,,v16,,,,,1.896,1
fold1_room1_mix5551,fold1,static,0,,,,,,,v12kick,9105939250,v12ext,0,,,,v16,,,,,1.652,1
fold1_room1_mix5552,fold1,walk,0,,,,,,,v12kick,9105947169,v12ext,0,,,,v16,,,,,1.696,1
fold1_room1_mix5553,fold1,walk,0,,,,,,,v12kick,9105955088,v12ext,0,,,,v16,,,,,2.033,1
fold1_room1_mix5554,fold1,static,0,,,,,,,v12kick,9105963007,v12ext,0,light,150,48.5,v16,,,,,1.748,1
fold1_room1_mix5555,fold1,walk,0,,,,,,,v12kick,9105970926,v12ext,0,,,,v16,,,,,1.436,1
fold1_room1_mix5556,fold1,static,0,,,,,,,v12kick,9105978845,v12ext,0,,,,v16,,,,,1.454,1
fold1_room1_mix5557,fold1,walk,0,,,,,,,v12kick,9105986764,v12ext,0,light,150,49.4,v16,,,,,1.839,1
fold1_room1_mix5558,fold1,static,0,,,,,,,v12kick,9105994683,v12ext,0,,,,v16,,,,,2.096,1
fold1_room1_mix5559,fold1,walk,0,,,,,,,v12kick,9106002602,v12ext,0,,,,v16,,,,,1.907,1
fold1_room1_mix5560,fold1,walk,0,,,,,,,v12kick,9106010521,v12ext,0,,,,v16,,,,,1.545,1
fold1_room1_mix5561,fold1,walk,0,,,,,,,v12kick,9106018440,v12ext,0,,,,v16,,,,,1.930,1
fold1_room1_mix5562,fold1,static,0,,,,,,,v12kick,9106026359,v12ext,0,,,,v16,,,,,1.465,1
fold1_room1_mix5563,fold1,walk,0,,,,,,,v12kick,9106034278,v12ext,0,,,,v16,,,,,1.451,1
fold1_room1_mix5564,fold1,static,0,,,,,,,v12kick,9106042197,v12ext,0,,,,v16,,,,,2.073,1
fold1_room1_mix5565,fold1,walk,0,,,,,,,v12kick,9106050116,v12ext,0,,,,v16,,,,,1.563,1
fold1_room1_mix5566,fold1,static,0,,,,,,,v12kick,9106058035,v12ext,0,,,,v16,,,,,1.886,1
fold1_room1_mix5567,fold1,walk,0,,,,,,,v12kick,9106065954,v12ext,0,,,,v16,,,,,1.902,1
fold1_room1_mix5568,fold1,walk,0,,,,,,,v12kick,9106073873,v12ext,0,light,150,46.6,v16,,,,,1.415,1
fold1_room1_mix5569,fold1,static,0,,,,,,,v12kick,9106081792,v12ext,0,heavy,2500,67.0,v16,,,,,1.829,1
fold1_room1_mix5570,fold1,static,0,,,,,,,v12kick,9106089711,v12ext,0,,,,v16,,,,,1.996,1
fold1_room1_mix5571,fold1,walk,0,,,,,,,v12kick,9106097630,v12ext,0,,,,v16,,,,,1.670,1
fold1_room1_mix5572,fold1,walk,0,,,,,,,v12kick,9106105549,v12ext,0,light,150,45.6,v16,,,,,1.710,1
fold1_room1_mix5573,fold1,static,0,,,,,,,v12kick,9106113468,v12ext,0,,,,v16,,,,,2.006,1
fold1_room1_mix5574,fold1,static,0,,,,,,,v12kick,9106121387,v12ext,0,light,150,47.5,v16,,,,,1.756,1
fold1_room1_mix5575,fold1,walk,0,,,,,,,v12kick,9106129306,v12ext,0,,,,v16,,,,,1.677,1
fold1_room1_mix5576,fold1,walk,0,,,,,,,v12kick,9106137225,v12ext,0,,,,v16,,,,,1.416,1
fold1_room1_mix5577,fold1,walk,0,,,,,,,v12kick,9106145144,v12ext,0,,,,v16,,,,,1.619,1
fold1_room1_mix5578,fold1,walk,0,,,,,,,v12kick,9106153063,v12ext,0,,,,v16,,,,,1.575,1
fold1_room1_mix5579,fold1,walk,0,,,,,,,v12kick,9106160982,v12ext,0,light,150,45.0,v16,,,,,1.721,1
fold1_room1_mix5580,fold1,static,0,,,,,,,v12kick,9106168901,v12ext,0,,,,v16,,,,,1.505,1
fold1_room1_mix5581,fold1,walk,0,,,,,,,v12kick,9106176820,v12ext,0,,,,v16,,,,,1.440,1
fold1_room1_mix5582,fold1,walk,0,,,,,,,v12kick,9106184739,v12ext,0,,,,v16,,,,,1.952,1
fold1_room1_mix5583,fold1,walk,0,,,,,,,v12kick,9106192658,v12ext,0,,,,v16,,,,,1.518,1
fold1_room1_mix5584,fold1,walk,0,,,,,,,v12kick,9106200577,v12ext,0,,,,v16,,,,,1.444,1
fold1_room1_mix5585,fold1,walk,0,,,,,,,v12kick,9106208496,v12ext,0,moderate,600,53.4,v16,,,,,2.091,1
fold1_room1_mix5586,fold1,walk,0,,,,,,,v12kick,9106216415,v12ext,0,,,,v16,,,,,1.443,1
fold1_room1_mix5587,fold1,walk,0,,,,,,,v12kick,9106224334,v12ext,0,,,,v16,,,,,1.471,1
fold1_room1_mix5588,fold1,static,0,,,,,,,v12kick,9106232253,v12ext,0,,,,v16,,,,,1.450,1
fold1_room1_mix5589,fold1,static,0,,,,,,,v12kick,9106240172,v12ext,0,,,,v16,,,,,1.960,1
fold1_room1_mix5590,fold1,static,0,,,,,,,v12kick,9106248091,v12ext,0,,,,v16,,,,,1.469,1
fold1_room1_mix5591,fold1,walk,0,,,,,,,v12kick,9106256010,v12ext,0,moderate,600,55.7,v16,,,,,1.629,1
fold1_room1_mix5592,fold1,walk,0,,,,,,,v12kick,9106263929,v12ext,0,,,,v16,,,,,1.908,1
fold1_room1_mix5593,fold1,walk,0,,,,,,,v12kick,9106271848,v12ext,0,,,,v16,,,,,1.675,1
fold1_room1_mix5594,fold1,walk,0,,,,,,,v12kick,9106279767,v12ext,0,,,,v16,,,,,2.050,1
fold1_room1_mix5595,fold1,static,0,,,,,,,v12kick,9106287686,v12ext,0,,,,v16,,,,,1.640,1
fold1_room1_mix5596,fold1,walk,0,,,,,,,v12kick,9106295605,v12ext,0,,,,v16,,,,,2.055,1
fold1_room1_mix5597,fold1,static,0,,,,,,,v12kick,9106303524,v12ext,0,,,,v16,,,,,1.781,1
fold1_room1_mix5598,fold1,static,0,,,,,,,v12kick,9106311443,v12ext,0,,,,v16,,,,,1.788,1
fold1_room1_mix5599,fold1,walk,0,,,,,,,v12kick,9106319362,v12ext,0,light,150,50.0,v16,,,,,1.457,1
fold1_room1_mix5600,fold1,walk,0,,,,,,,v12kick,9106327281,v12ext,0,light,150,50.0,v16,,,,,1.438,1
fold1_room1_mix5601,fold1,walk,0,,,,,,,v12kick,9106335200,v12ext,0,,,,v16,,,,,1.567,1
fold1_room1_mix5602,fold1,walk,0,,,,,,,v12kick,9106343119,v12ext,0,,,,v16,,,,,1.496,1
fold1_room1_mix5603,fold1,walk,0,,,,,,,v12kick,9106351038,v12ext,0,,,,v16,,,,,1.662,1
fold1_room1_mix5604,fold1,walk,0,,,,,,,v12kick,9106358957,v12ext,0,,,,v16,,,,,2.000,1
fold1_room1_mix5605,fold1,walk,0,,,,,,,v12kick,9106366876,v12ext,0,,,,v16,,,,,1.523,1
fold1_room1_mix5606,fold1,walk,0,,,,,,,v12kick,9106374795,v12ext,0,,,,v16,,,,,1.943,1
fold1_room1_mix5607,fold1,walk,0,,,,,,,v12kick,9106382714,v12ext,0,,,,v16,,,,,2.083,1
fold1_room1_mix5608,fold1,walk,0,,,,,,,v12kick,9106390633,v12ext,0,,,,v16,,,,,2.056,1
fold1_room1_mix5609,fold1,static,0,,,,,,,v12kick,9106398552,v12ext,0,,,,v16,,,,,1.774,1
fold1_room1_mix5610,fold1,walk,0,,,,,,,v12kick,9106406471,v12ext,0,moderate,600,52.7,v16,,,,,1.596,1
