name,split,side,offset_m,speed_mps,t_cpa_s,hazard_class,siren_type,gain_db,peak,rms_W,az_med_err,az_max_err,el_med_err,snr_db_target,snr_db_measured,sir_db_target,sir_db_measured,t_on,t_off,az_med_err_noisy,snr_active_med_db,sir_inband_db,sir_fullclip_db,el_bias_med,n_frames,result
fold2_room1_mix005,val,R,-13.51,5.64,3.78,siren,peepo,-3.91,0.0877,0.01443,0.209,0.55,0.115,11.25,11.25,9.0,9.0,1.879,6.157,0.85,11.26,21.52,6.3,-3.62,43,PASS
fold2_room1_mix006,val,R,-13.06,7.71,4.4,horn,-,-1.07,0.0768,0.007,0.214,1.41,0.226,14.75,14.75,12.59,12.59,5.839,9.122,0.4,21.72,21.76,4.75,-1.79,33,PASS
fold2_room1_mix007,val,R,-11.47,8.91,3.19,backup_beep,-,-0.1,0.1251,0.01262,0.443,1.37,0.151,8.27,8.27,2.24,2.24,3.506,7.299,65.8,9.47,22.18,4.7,-2.17,39,PASS
fold2_room1_mix008,val,R,-8.04,11.16,5.76,bike_bell,-,-2.9,0.0873,0.00421,0.35,1.16,0.233,5.51,5.51,5.11,5.11,4.137,9.632,2.22,12.02,21.3,2.3,-3.0,56,PASS
fold2_room1_mix009,val,L,11.88,7.04,3.58,siren,wail,-3.66,0.0988,0.01514,0.259,0.66,0.147,16.94,16.94,9.61,9.61,2.585,7.088,0.67,21.26,21.73,12.72,-3.75,46,PASS
fold2_room1_mix010,val,L,13.45,10.79,6.63,horn,-,-3.9,0.0735,0.00894,0.232,2.67,0.235,18.93,18.93,10.05,10.05,3.874,9.459,0.55,23.24,21.4,8.67,-3.28,56,PASS
fold2_room1_mix011,val,L,10.88,8.49,3.27,backup_beep,-,-2.23,0.1189,0.01608,0.355,1.46,0.254,19.1,19.1,4.33,4.33,1.725,6.352,10.09,20.66,22.95,7.35,-2.87,46,PASS
fold2_room1_mix012,val,L,12.1,6.45,4.05,bike_bell,-,-3.84,0.0722,0.00392,0.371,1.12,0.347,13.28,13.28,5.32,5.32,2.046,7.305,1.66,19.89,21.16,7.2,-3.53,53,PASS
fold2_room1_mix013,val,R,-6.91,9.66,5.77,siren,wail,-2.74,0.1986,0.02371,0.279,0.74,0.299,8.66,8.66,10.45,10.45,2.663,8.059,0.59,12.82,24.36,11.76,-4.78,53,PASS
fold2_room1_mix014,val,R,-6.22,7.58,6.61,horn,-,-5.31,0.1834,0.01255,0.304,3.87,0.215,1.48,1.48,0.37,0.37,1.174,7.14,2.62,3.05,10.58,-3.76,-2.41,59,PASS
fold2_room1_mix015,val,R,-11.42,8.48,5.92,backup_beep,-,-4.47,0.0533,0.0055,0.334,0.54,0.25,1.2,1.2,6.9,6.9,1.04,4.342,7.51,2.35,25.65,10.83,-1.49,32,PASS
fold2_room1_mix016,val,R,-11.83,6.21,4.12,bike_bell,-,-4.94,0.0505,0.00255,0.291,1.23,0.202,1.81,1.81,9.92,9.92,4.384,8.386,1.43,6.61,25.79,11.76,-3.22,41,PASS
fold2_room1_mix017,val,L,14.31,7.06,4.5,siren,peepo,-2.56,0.0963,0.0165,0.282,0.7,0.302,10.74,10.74,8.68,8.68,1.486,6.889,0.53,11.11,22.02,10.02,-2.91,54,PASS
fold2_room1_mix018,val,L,13.76,12.6,5.01,horn,-,-5.56,0.0672,0.00505,0.349,1.16,0.365,5.55,5.55,9.83,9.83,4.681,7.093,0.52,11.27,20.66,8.12,-2.69,25,PASS
fold2_room1_mix019,val,L,10.44,12.24,3.51,backup_beep,-,-5.61,0.1168,0.00943,0.324,3.78,0.323,4.34,4.34,5.55,5.55,2.316,5.695,5.29,10.01,30.13,8.28,-3.34,34,PASS
fold2_room1_mix020,val,L,5.94,5.87,3.4,bike_bell,-,-5.83,0.0414,0.00189,0.294,0.87,0.229,19.61,19.61,0.74,0.74,4.645,9.488,32.75,25.98,15.49,3.18,-2.56,49,PASS
fold2_room1_mix021,val,R,-5.85,12.85,3.34,siren,peepo,-1.98,0.0934,0.01045,0.267,0.68,0.31,7.13,7.13,12.35,12.35,4.067,8.833,0.4,9.98,26.61,14.54,-1.96,49,PASS
fold2_room1_mix022,val,R,-9.74,10.89,5.34,horn,-,-4.32,0.0721,0.00963,0.342,3.19,0.324,14.07,14.07,7.78,7.78,0.994,6.554,0.83,16.1,18.82,9.83,-3.06,55,PASS
fold2_room1_mix023,val,R,-3.79,9.56,4.75,backup_beep,-,-5.77,0.2545,0.01742,0.39,8.29,0.215,10.08,10.08,9.02,9.02,2.747,5.439,2.98,15.63,30.61,5.05,-5.64,27,PASS
fold2_room1_mix024,val,R,-11.62,12.78,6.32,bike_bell,-,-0.01,0.0975,0.00448,0.428,1.72,0.231,2.7,2.7,13.59,13.59,2.843,7.122,1.66,7.55,28.67,15.04,-2.49,42,PASS
fold2_room1_mix025,val,L,3.97,10.9,4.52,siren,wail,-5.5,0.2303,0.0197,0.255,1.57,0.23,9.07,9.07,11.87,11.87,4.204,9.016,0.69,13.44,24.67,14.49,-2.37,50,PASS
fold2_room1_mix026,val,L,10.91,14.08,5.34,horn,-,-1.44,0.1222,0.01207,0.366,3.94,0.242,16.42,16.42,11.57,11.57,3.655,8.621,0.56,20.7,22.97,13.97,-3.36,51,PASS
fold2_room1_mix027,val,L,11.85,13.32,4.19,backup_beep,-,-5.51,0.0529,0.00668,0.314,1.26,0.153,6.97,6.97,7.36,7.36,4.374,7.201,8.81,8.25,25.83,10.53,-1.5,29,PASS
fold2_room1_mix028,val,L,11.85,5.29,3.75,bike_bell,-,-1.66,0.0589,0.00374,0.301,1.01,0.245,6.61,6.61,9.47,9.47,3.116,5.121,29.83,9.18,25.61,2.75,-5.58,20,PASS
fold2_room1_mix029,val,R,-7.08,11.18,4.46,siren,wail,-4.39,0.2148,0.01571,0.231,0.88,0.214,15.62,15.62,3.36,3.36,3.985,7.076,2.89,21.91,15.7,5.21,-3.82,32,PASS
fold2_room1_mix030,val,R,-3.69,6.01,5.17,horn,-,-3.83,0.0778,0.0052,0.24,0.74,0.345,4.46,4.46,8.53,8.53,0.357,2.798,0.47,10.62,17.96,4.0,-2.2,24,PASS
fold2_room1_mix031,val,R,-4.52,13.02,3.34,backup_beep,-,-2.47,0.2617,0.02482,0.298,6.8,0.238,0.82,0.82,1.81,1.81,2.22,7.021,36.9,-0.0,22.24,1.16,-2.06,49,PASS
fold2_room1_mix032,val,R,-9.43,11.38,4.11,bike_bell,-,-2.49,0.0857,0.00385,0.378,2.26,0.291,0.47,0.47,2.42,2.42,1.542,4.972,9.03,6.99,18.3,4.73,-3.52,34,PASS
fold2_room1_mix033,val,L,14.27,5.38,6.52,siren,peepo,-1.71,0.2101,0.01653,0.22,0.6,0.35,15.09,15.09,6.45,6.45,4.764,8.237,2.15,14.72,19.03,-0.47,-3.58,35,PASS
fold2_room1_mix034,val,L,7.55,10.44,6.09,horn,-,-0.54,0.1108,0.00804,0.252,0.87,0.224,15.38,15.38,10.84,10.84,2.724,5.174,0.52,20.34,21.12,12.95,-2.44,24,PASS
fold2_room1_mix035,val,L,13.88,7.55,3.57,backup_beep,-,-4.99,0.0972,0.00733,0.336,1.04,0.305,5.07,5.07,4.27,4.27,1.155,3.505,1.86,9.88,23.45,9.47,-4.08,23,PASS
fold2_room1_mix036,val,L,9.84,9.64,4.8,bike_bell,-,-5.99,0.0537,0.00281,0.473,1.95,0.27,16.41,16.41,6.13,6.13,3.089,6.477,2.26,22.48,22.25,2.96,-3.63,34,PASS
fold2_room1_mix037,val,R,-7.07,8.73,5.1,siren,peepo,-1.79,0.2164,0.02176,0.3,0.74,0.234,6.22,6.22,13.42,13.42,4.883,8.997,0.33,10.78,27.19,11.84,-2.83,42,PASS
fold2_room1_mix038,val,R,-14.42,12.16,3.95,horn,-,-3.33,0.1429,0.00413,0.317,1.34,0.3,0.3,0.3,3.15,3.15,5.269,8.798,0.75,7.3,12.24,-6.46,-1.41,37,PASS
fold2_room1_mix039,val,R,-9.7,5.36,3.86,backup_beep,-,-0.69,0.2075,0.01676,0.293,1.26,0.164,7.43,7.43,7.3,7.3,4.152,6.684,0.47,14.78,25.93,9.48,-5.65,25,PASS
fold2_room1_mix040,val,R,-8.6,14.07,6.98,bike_bell,-,-1.29,0.1294,0.00507,0.269,1.86,0.204,6.07,6.07,1.26,1.26,5.805,9.509,7.31,13.23,16.5,4.72,-3.35,37,PASS
fold2_room1_mix041,val,L,5.91,10.93,5.34,siren,wail,-5.81,0.0249,0.00283,0.289,0.5,0.438,6.68,6.68,10.28,10.28,0.303,2.497,0.5,9.52,23.16,9.42,-1.41,21,PASS
fold2_room1_mix042,val,L,4.0,14.37,6.46,horn,-,-1.98,0.3096,0.01906,0.362,9.56,0.224,18.72,18.72,0.85,0.85,4.732,9.427,1.43,23.93,11.58,-4.32,-3.02,48,PASS
fold2_room1_mix043,val,L,13.54,13.69,5.75,backup_beep,-,-2.75,0.1183,0.01134,0.264,4.06,0.218,0.8,0.8,2.35,2.35,3.23,8.869,16.28,1.53,20.15,4.55,-1.9,57,PASS
fold2_room1_mix044,val,L,8.22,12.01,4.36,bike_bell,-,-5.2,0.0827,0.00358,0.315,1.47,0.276,16.84,16.84,12.22,12.22,1.224,5.032,2.62,23.51,27.29,15.45,-3.57,38,PASS
fold2_room1_mix045,val,R,-4.22,10.38,6.01,siren,wail,-4.26,0.2389,0.01787,0.291,0.99,0.338,10.29,10.29,14.69,14.69,0.592,5.99,0.93,14.4,26.73,16.96,-2.38,52,PASS
fold2_room1_mix046,val,R,-7.4,14.79,5.74,horn,-,-5.09,0.032,0.0021,0.19,0.61,0.266,3.85,3.85,5.36,5.36,0.823,3.684,0.55,11.66,16.29,3.61,-0.67,28,PASS
fold2_room1_mix047,val,R,-13.23,7.0,4.71,backup_beep,-,-0.93,0.1531,0.01435,0.321,1.23,0.178,10.18,10.18,2.75,2.75,1.802,4.965,35.48,11.44,21.12,4.28,-3.03,31,PASS
fold2_room1_mix048,val,R,-13.25,10.09,3.68,bike_bell,-,-5.5,0.0467,0.0024,0.299,1.21,0.263,11.59,11.59,2.74,2.74,2.54,6.958,41.17,17.79,18.29,2.52,-2.63,45,PASS
fold2_room1_mix049,val,L,6.52,6.69,5.7,siren,peepo,-2.61,0.4138,0.02459,0.264,0.7,0.257,17.71,17.71,5.51,5.51,4.842,7.412,0.83,23.13,17.34,-0.04,-7.62,26,PASS
fold2_room1_mix050,val,L,6.75,13.66,4.16,horn,-,-2.78,0.1128,0.01335,0.39,4.49,0.291,6.95,6.95,10.25,10.25,0.645,5.817,1.12,9.1,20.22,12.29,-3.26,51,PASS
fold2_room1_mix051,val,L,3.58,10.25,3.07,backup_beep,-,-0.99,0.1979,0.01366,0.318,1.05,0.214,11.23,11.23,9.46,9.46,3.49,6.769,71.6,17.85,31.97,6.14,-2.48,34,PASS
fold2_room1_mix052,val,L,6.76,11.03,5.21,bike_bell,-,-2.85,0.0744,0.00138,0.23,0.63,0.178,11.82,11.82,1.15,1.15,6.914,9.415,148.65,18.1,23.02,-10.17,-1.62,26,PASS
fold2_room1_mix053,val,R,-6.53,8.6,6.97,siren,peepo,-4.39,0.2428,0.01578,0.272,2.71,0.235,1.02,1.02,6.83,6.83,3.153,7.031,0.65,6.7,19.61,9.51,-3.84,38,PASS
fold2_room1_mix054,val,R,-9.68,8.23,3.48,horn,-,-2.35,0.2099,0.01283,0.274,2.13,0.295,18.52,18.52,3.59,3.59,0.686,4.567,3.0,21.24,13.04,-3.39,-4.33,38,PASS
fold2_room1_mix055,val,R,-9.37,13.6,5.92,backup_beep,-,-2.36,0.1812,0.01343,0.408,3.01,0.336,15.76,15.76,6.69,6.69,2.02,6.63,0.77,23.21,24.9,9.33,-2.41,45,PASS
fold2_room1_mix056,val,R,-8.88,6.81,3.15,bike_bell,-,-1.37,0.1328,0.00584,0.306,1.25,0.287,15.41,15.41,0.97,0.97,1.638,5.71,28.33,21.83,16.59,0.74,-4.89,41,PASS
fold2_room1_mix057,val,L,6.53,13.36,4.19,siren,wail,-1.88,0.2119,0.02307,0.244,1.18,0.287,7.01,7.01,6.92,6.92,3.012,8.945,2.09,11.1,22.07,8.7,-2.27,60,PASS
fold2_room1_mix058,val,L,10.91,8.71,4.77,horn,-,-3.69,0.1055,0.00974,0.446,2.2,0.18,14.09,14.09,7.03,7.03,2.519,5.629,0.84,18.32,18.7,10.04,-3.85,31,PASS
fold2_room1_mix059,val,L,14.07,5.61,6.39,backup_beep,-,-0.73,0.057,0.00713,0.26,0.47,0.25,5.39,5.39,13.13,13.13,1.083,3.344,1.6,6.47,38.46,10.25,-2.04,22,PASS
fold2_room1_mix060,val,L,13.17,14.14,5.47,bike_bell,-,-5.83,0.0204,0.00069,0.265,0.67,0.391,2.1,2.1,7.08,7.08,6.696,9.536,7.66,8.14,21.66,11.25,-1.77,29,PASS
fold2_room1_mix061,val,R,-7.11,5.79,3.36,siren,wail,-5.18,0.1469,0.01455,0.254,1.03,0.358,5.25,5.25,8.48,8.48,3.725,8.881,0.56,9.24,22.45,9.94,-3.53,53,PASS
fold2_room1_mix062,val,R,-8.08,12.76,3.93,horn,-,-3.88,0.1383,0.01026,0.347,5.21,0.25,0.82,0.82,5.17,5.17,1.177,5.171,1.79,5.16,14.44,7.46,-2.91,39,PASS
fold2_room1_mix063,val,R,-7.89,5.17,6.33,backup_beep,-,-3.06,0.1739,0.01589,0.438,2.12,0.261,15.4,15.4,12.88,12.88,3.198,6.27,6.95,22.99,30.29,16.75,-4.77,30,PASS
fold2_room1_mix064,val,R,-11.65,5.39,3.55,bike_bell,-,-0.98,0.0804,0.00319,0.215,0.69,0.208,16.97,16.97,2.57,2.57,4.457,8.125,1.27,23.59,18.04,5.5,-3.06,37,PASS
fold2_room1_mix065,val,L,10.18,6.9,4.6,siren,peepo,-5.57,0.2363,0.00707,0.308,0.78,0.214,14.75,14.75,5.91,5.91,0.33,3.215,1.35,15.76,17.13,-6.38,-2.85,29,PASS
fold2_room1_mix066,val,L,11.68,10.84,6.6,horn,-,-0.05,0.0968,0.00666,0.281,1.27,0.152,14.6,14.6,6.75,6.75,2.592,5.411,0.7,21.48,17.54,3.16,-1.72,28,PASS
fold2_room1_mix067,val,L,10.54,10.71,3.86,backup_beep,-,-5.28,0.0549,0.00513,0.253,1.39,0.349,9.16,9.16,3.0,3.0,4.772,8.641,39.97,11.46,21.08,6.64,-2.03,40,PASS
fold2_room1_mix068,val,L,6.95,6.18,5.03,bike_bell,-,-4.56,0.1099,0.00374,0.58,1.69,0.245,11.44,11.44,7.54,7.54,4.531,6.878,1.56,17.23,23.8,1.84,-4.81,23,PASS
fold2_room1_mix069,val,R,-4.07,12.08,4.24,siren,peepo,-0.34,0.0777,0.01147,0.256,0.44,0.209,13.69,13.69,12.46,12.46,5.158,7.734,0.34,15.15,24.38,6.52,-2.15,27,PASS
fold2_room1_mix070,val,R,-7.54,12.92,3.51,horn,-,-5.92,0.0267,0.00209,0.292,0.53,0.385,5.41,5.41,10.25,10.25,5.714,8.92,0.55,12.96,20.07,14.54,-1.02,33,PASS
fold2_room1_mix071,val,R,-8.35,8.05,5.1,backup_beep,-,-5.89,0.1513,0.0127,0.398,3.05,0.236,17.06,17.06,5.03,5.03,3.133,6.496,0.94,24.6,23.7,8.19,-5.22,33,PASS
fold2_room1_mix072,val,R,-5.55,10.64,6.95,bike_bell,-,-2.87,0.0266,0.00103,0.234,0.54,0.26,10.98,10.98,0.75,0.75,0.93,4.164,14.26,13.73,20.79,-7.4,-0.67,32,PASS
fold2_room1_mix073,val,L,9.11,8.04,3.6,siren,wail,-3.83,0.1371,0.01516,0.289,0.7,0.227,10.1,10.1,13.43,13.43,3.434,8.827,0.51,14.81,26.53,15.38,-2.74,55,PASS
fold2_room1_mix074,val,L,4.44,14.26,4.1,horn,-,-4.23,0.2008,0.01328,0.35,12.21,0.327,7.34,7.34,9.12,9.12,3.799,9.499,1.1,13.22,19.23,3.28,-1.78,59,PASS
fold2_room1_mix075,val,L,7.93,12.57,6.18,backup_beep,-,-1.11,0.2047,0.01911,0.285,4.52,0.261,14.86,14.86,10.04,10.04,5.271,8.776,5.72,22.23,34.78,11.3,-4.25,36,PASS
fold2_room1_mix076,val,L,13.5,7.85,6.88,bike_bell,-,-5.24,0.0773,0.0026,0.273,1.16,0.073,4.55,4.55,1.47,1.47,5.801,9.54,11.95,11.93,21.81,-7.97,-4.47,38,PASS
fold2_room1_mix077,val,R,-7.56,9.8,6.5,siren,wail,-3.53,0.1886,0.01917,0.238,0.73,0.242,5.24,5.24,7.77,7.77,3.025,7.551,1.69,9.49,21.82,9.78,-4.3,45,PASS
fold2_room1_mix078,val,R,-10.99,10.15,5.74,horn,-,-4.51,0.0885,0.00952,0.327,3.38,0.244,16.94,16.94,11.53,11.53,3.782,9.567,0.39,21.5,21.83,7.94,-3.22,59,PASS
fold2_room1_mix079,val,R,-6.27,6.07,6.27,backup_beep,-,-1.49,0.2352,0.02241,0.283,2.26,0.384,5.97,5.97,2.75,2.75,5.911,8.934,19.38,10.06,25.39,0.81,-5.44,31,PASS
fold2_room1_mix080,val,R,-12.07,13.3,5.37,bike_bell,-,-1.92,0.0562,0.00336,0.308,1.98,0.216,16.76,16.76,10.68,10.68,4.093,8.894,1.13,19.87,26.47,11.62,-2.33,48,PASS
fold3_room1_mix001,test,L,3.22,12.13,3.5,siren,peepo,-2.29,0.0462,0.00432,0.3,0.48,0.162,4.5,4.5,13.93,13.93,6.119,8.34,0.31,10.02,28.12,16.62,-0.9,23,PASS
fold3_room1_mix002,test,L,14.58,11.88,4.26,horn,-,-2.4,0.0932,0.0071,0.326,2.31,0.241,4.15,4.15,9.41,9.41,4.164,8.005,0.56,10.89,20.28,7.49,-2.01,39,PASS
fold3_room1_mix003,test,L,4.38,9.71,5.4,backup_beep,-,-5.65,0.122,0.00945,0.237,0.87,0.382,7.03,7.03,9.27,9.27,5.527,9.208,6.21,13.24,29.76,12.54,-2.96,38,PASS
fold3_room1_mix004,test,L,4.49,12.53,6.41,bike_bell,-,-5.7,0.075,0.00325,0.459,2.22,0.218,14.19,14.19,3.87,3.87,4.262,6.274,19.69,18.69,19.64,7.11,-4.51,20,PASS
fold3_room1_mix005,test,R,-11.87,8.07,4.64,siren,peepo,-1.73,0.0912,0.00733,0.21,0.46,0.428,5.8,5.8,6.76,6.76,0.587,2.685,0.43,6.57,21.16,5.12,-2.83,20,PASS
fold3_room1_mix006,test,R,-14.25,8.35,3.78,horn,-,-3.62,0.0969,0.00666,0.525,2.1,0.279,2.36,2.36,6.69,6.69,3.882,6.218,0.65,6.96,18.18,10.2,-3.79,24,PASS
fold3_room1_mix007,test,R,-3.18,14.13,5.22,backup_beep,-,-1.35,0.4379,0.02749,0.321,11.02,0.344,14.75,14.75,9.33,9.33,0.305,6.102,3.63,21.27,30.31,4.35,-2.02,56,PASS
fold3_room1_mix008,test,R,-7.04,5.33,5.03,bike_bell,-,-1.84,0.1342,0.00794,0.284,1.48,0.259,3.74,3.74,7.57,7.57,1.919,7.676,1.11,9.63,23.21,6.26,-5.37,57,PASS
fold3_room1_mix009,test,L,6.92,5.47,4.99,siren,wail,-3.29,0.2419,0.02563,0.216,0.68,0.272,13.17,13.17,2.39,2.39,1.748,6.228,1.43,18.5,16.74,0.45,-5.75,45,PASS
fold3_room1_mix010,test,L,7.11,5.69,4.68,horn,-,-0.18,0.2235,0.025,0.309,2.58,0.326,8.55,8.55,3.53,3.53,3.318,7.525,1.8,10.57,14.53,5.64,-4.49,43,PASS
fold3_room1_mix011,test,L,6.12,14.53,6.94,backup_beep,-,-0.39,0.294,0.02116,0.249,3.98,0.141,0.91,0.91,10.86,10.86,5.285,8.029,16.48,7.59,27.66,13.93,-5.34,27,PASS
fold3_room1_mix012,test,L,7.12,5.26,5.68,bike_bell,-,-4.42,0.104,0.00545,0.35,0.75,0.189,15.34,15.34,9.41,9.41,2.28,6.333,10.39,20.58,25.37,11.25,-4.7,41,PASS
fold3_room1_mix013,test,R,-5.13,13.61,3.91,siren,wail,-2.47,0.2586,0.02495,0.281,1.18,0.232,5.24,5.24,6.61,6.61,1.646,6.597,2.2,9.43,20.46,9.01,-3.77,50,PASS
fold3_room1_mix014,test,R,-4.38,11.76,5.96,horn,-,-1.98,0.2777,0.01711,0.267,3.64,0.306,14.53,14.53,7.57,7.57,1.765,6.127,0.81,19.31,16.99,9.86,-2.52,42,PASS
fold3_room1_mix015,test,R,-13.39,11.26,4.97,backup_beep,-,-1.29,0.0886,0.014,0.317,1.58,0.242,14.38,14.38,4.61,4.61,3.648,9.426,7.05,15.27,25.23,5.4,-2.51,59,PASS
fold3_room1_mix016,test,R,-11.38,6.85,3.22,bike_bell,-,-0.32,0.0838,0.00467,0.344,1.29,0.214,4.91,4.91,14.5,14.5,2.657,7.832,0.62,11.21,29.84,16.95,-2.74,52,PASS
fold3_room1_mix017,test,L,10.8,8.4,3.69,siren,peepo,-3.86,0.138,0.01458,0.288,0.54,0.305,12.39,12.39,6.51,6.51,2.329,5.401,1.05,16.09,22.31,9.11,-4.97,31,PASS
fold3_room1_mix018,test,L,14.6,5.32,4.56,horn,-,-0.83,0.1174,0.01308,0.279,1.45,0.334,11.16,11.16,4.3,4.3,3.883,9.595,1.04,15.46,15.04,6.54,-3.47,58,PASS
fold3_room1_mix019,test,L,5.34,14.17,5.36,backup_beep,-,-3.63,0.2144,0.01858,0.392,6.86,0.247,13.93,13.93,5.17,5.17,4.129,8.221,39.12,18.73,24.68,7.46,-2.5,41,PASS
fold3_room1_mix020,test,L,5.84,13.84,5.47,bike_bell,-,-2.47,0.0479,0.00201,0.224,0.61,0.254,11.04,11.04,2.9,2.9,0.917,4.578,46.75,16.17,17.98,6.3,-1.27,35,PASS
fold3_room1_mix021,test,R,-4.29,9.33,5.1,siren,peepo,-1.54,0.307,0.02591,0.295,1.35,0.277,19.35,19.35,0.98,0.98,5.103,8.518,5.14,24.97,12.67,4.82,-2.77,35,PASS
fold3_room1_mix022,test,R,-8.77,6.31,5.56,horn,-,-5.4,0.09,0.00872,0.426,1.6,0.242,10.2,10.2,8.75,8.75,1.871,5.426,0.93,12.98,19.59,10.72,-3.76,36,PASS
fold3_room1_mix023,test,R,-4.28,9.72,3.07,backup_beep,-,-1.19,0.4039,0.03013,0.444,6.85,0.267,1.81,1.81,10.84,10.84,2.146,5.29,9.1,6.52,34.24,6.59,-4.47,32,PASS
fold3_room1_mix024,test,R,-4.36,13.37,5.14,bike_bell,-,-1.56,0.0908,0.00521,0.363,3.49,0.255,1.39,1.39,10.87,10.87,2.561,8.472,4.44,6.94,27.05,12.59,-2.28,59,PASS
fold3_room1_mix025,test,L,12.67,6.14,3.38,siren,wail,-4.65,0.1179,0.01478,0.297,0.74,0.191,1.04,1.04,7.0,7.0,0.677,6.172,0.96,4.2,19.55,9.29,-3.55,55,PASS
fold3_room1_mix026,test,L,5.33,12.45,5.34,horn,-,-4.98,0.1476,0.01291,0.314,6.17,0.297,14.21,14.21,13.44,13.44,1.808,7.643,0.54,19.14,24.94,14.26,-3.45,58,PASS
fold3_room1_mix027,test,L,13.24,8.01,3.87,backup_beep,-,-5.72,0.0881,0.0064,0.301,1.76,0.335,2.72,2.72,2.27,2.27,4.575,9.428,3.23,3.87,23.47,-2.58,-1.92,50,PASS
fold3_room1_mix028,test,L,7.76,7.54,6.64,bike_bell,-,-4.09,0.0847,0.00448,0.249,2.65,0.221,0.66,0.66,13.42,13.42,2.77,6.932,4.93,1.78,29.0,11.76,-3.12,41,PASS
fold3_room1_mix029,test,R,-6.23,10.47,4.54,siren,wail,-3.65,0.1279,0.00963,0.164,0.74,0.261,15.8,15.8,12.04,12.04,0.947,3.855,0.21,22.47,23.61,6.96,-2.69,28,PASS
fold3_room1_mix030,test,R,-7.15,14.87,5.29,horn,-,-2.2,0.1246,0.01231,0.538,6.16,0.182,12.85,12.85,3.05,3.05,3.854,6.126,4.0,13.6,14.3,3.38,-4.3,23,PASS
fold3_room1_mix031,test,R,-11.19,9.47,3.93,backup_beep,-,-5.62,0.1524,0.0088,0.323,2.05,0.394,6.64,6.64,7.2,7.2,2.208,4.689,1.21,13.99,31.12,0.29,-5.35,24,PASS
fold3_room1_mix032,test,R,-3.27,13.87,6.99,bike_bell,-,-3.42,0.0245,0.00111,0.26,0.48,0.347,4.26,4.26,3.31,3.31,0.402,5.282,73.37,11.25,18.31,5.8,-1.2,47,PASS
fold3_room1_mix033,test,L,10.2,7.45,5.92,siren,peepo,-2.7,0.1062,0.01455,0.2,0.95,0.281,15.2,15.2,11.26,11.26,6.002,9.095,0.33,18.34,25.01,15.06,-3.5,32,PASS
fold3_room1_mix034,test,L,6.37,7.96,5.51,horn,-,-5.23,0.1217,0.00879,0.294,3.44,0.23,19.13,19.13,10.33,10.33,2.64,5.442,0.77,21.42,20.82,12.97,-4.46,28,PASS
fold3_room1_mix035,test,L,7.96,10.81,6.13,backup_beep,-,-0.88,0.126,0.0092,0.247,2.46,0.374,0.65,0.65,14.36,14.36,6.657,8.871,2.73,3.54,38.66,14.84,-3.49,23,PASS
fold3_room1_mix036,test,L,4.38,13.44,3.82,bike_bell,-,-0.89,0.1441,0.0054,0.344,4.59,0.295,3.17,3.17,2.17,2.17,3.632,9.526,94.08,8.98,17.05,3.87,-1.39,61,PASS
fold3_room1_mix037,test,R,-13.21,8.96,4.7,siren,peepo,-2.79,0.1257,0.01499,0.27,0.65,0.178,2.08,2.08,7.77,7.77,0.361,5.841,0.97,3.17,21.09,8.76,-2.85,54,PASS
fold3_room1_mix038,test,R,-12.64,9.57,4.26,horn,-,-4.03,0.0762,0.00827,0.426,2.29,0.239,13.29,13.29,8.5,8.5,2.236,5.807,0.6,17.78,19.08,10.37,-3.52,36,PASS
fold3_room1_mix039,test,R,-8.34,13.75,4.07,backup_beep,-,-0.38,0.2297,0.01815,0.386,4.22,0.22,17.45,17.45,5.19,5.19,2.457,5.398,73.21,24.61,28.49,6.23,-4.87,30,PASS
fold3_room1_mix040,test,R,-3.87,13.36,5.36,bike_bell,-,-5.95,0.1456,0.00437,0.242,4.14,0.215,9.18,9.18,7.62,7.62,2.755,8.113,4.18,15.01,23.11,8.79,-2.72,53,PASS
fold3_room1_mix041,test,L,6.81,5.05,6.85,siren,wail,-4.75,0.0535,0.01089,0.218,0.53,0.322,19.2,19.2,12.12,12.12,1.397,5.278,0.61,19.48,24.61,8.91,-2.46,38,PASS
fold3_room1_mix042,test,L,3.06,5.63,3.53,horn,-,-0.74,0.3833,0.02346,0.28,4.04,0.259,2.72,2.72,3.95,3.95,3.735,9.664,1.76,7.21,13.81,5.08,-2.97,61,PASS
fold3_room1_mix043,test,L,6.64,12.19,5.13,backup_beep,-,-5.2,0.1307,0.01288,0.346,5.46,0.348,15.14,15.14,9.74,9.74,1.339,6.07,4.14,21.2,32.06,7.92,-3.52,46,PASS
fold3_room1_mix044,test,L,10.05,14.12,5.42,bike_bell,-,-2.16,0.0679,0.00339,0.292,1.64,0.276,15.65,15.65,7.97,7.97,2.136,6.029,3.2,19.17,23.16,9.99,-2.42,38,PASS
fold3_room1_mix045,test,R,-6.13,14.12,6.01,siren,wail,-2.32,0.1772,0.01539,0.223,0.81,0.187,8.91,8.91,10.11,10.11,6.044,8.187,0.46,13.04,23.83,7.33,-3.68,22,PASS
fold3_room1_mix046,test,R,-6.35,13.4,3.61,horn,-,-5.02,0.3653,0.00453,0.304,1.22,0.376,5.26,5.26,3.03,3.03,0.482,2.87,0.96,9.62,11.84,-11.59,-2.46,23,PASS
fold3_room1_mix047,test,R,-9.68,10.21,3.27,backup_beep,-,-5.3,0.1055,0.01136,0.331,1.84,0.265,5.51,5.51,9.2,9.2,1.481,6.613,16.01,9.73,27.65,10.47,-2.61,52,PASS
