name,split,side,offset_m,speed_mps,t_cpa_s,hazard_class,siren_type,gain_db,peak,rms_W,az_med_err,az_max_err,el_med_err,snr_db_target,snr_db_measured,sir_db_target,sir_db_measured,t_on,t_off,az_med_err_noisy,n_frames,result
fold2_room1_mix050,val,R,-6.75,13.66,4.16,horn,-,-2.78,0.122,0.01394,0.368,2.64,0.25,6.95,6.95,10.25,10.25,0.645,5.817,0.82,51,PASS
fold2_room1_mix051,val,L,3.58,10.25,3.07,backup_beep,-,-0.99,0.1466,0.01201,0.263,1.77,0.19,11.23,11.23,9.46,9.46,3.49,6.769,58.41,34,PASS
fold2_room1_mix052,val,R,-6.76,11.03,5.21,bike_bell,-,-2.85,0.0549,0.0011,0.269,0.67,0.171,11.82,11.82,1.15,1.15,6.914,9.415,10.62,26,PASS
fold2_room1_mix053,val,L,6.53,8.6,6.97,siren,wail,-4.39,0.2414,0.01575,0.271,2.73,0.235,1.02,1.02,6.83,6.83,3.153,7.031,2.05,38,PASS
fold2_room1_mix054,val,R,-9.68,8.23,3.48,horn,-,-2.35,0.2282,0.01298,0.429,3.23,0.286,18.52,18.52,3.59,3.59,0.686,4.567,3.46,38,PASS
fold2_room1_mix055,val,L,9.37,13.6,5.92,backup_beep,-,-2.36,0.1885,0.01395,0.408,2.65,0.271,15.76,15.76,6.69,6.69,2.02,6.63,6.07,45,PASS
fold2_room1_mix056,val,R,-8.88,6.81,3.15,bike_bell,-,-1.37,0.1253,0.00598,0.373,1.29,0.287,15.41,15.41,0.97,0.97,1.638,5.71,47.23,41,PASS
fold2_room1_mix057,val,L,6.53,13.36,4.19,siren,peepo,-1.88,0.2617,0.02308,0.244,1.18,0.287,7.01,7.01,6.92,6.92,3.012,8.945,4.29,60,PASS
fold2_room1_mix058,val,R,-10.91,8.71,4.77,horn,-,-3.69,0.1144,0.00941,0.532,3.18,0.186,14.09,14.09,7.03,7.03,2.519,5.629,0.92,31,PASS
fold2_room1_mix059,val,L,14.07,5.61,6.39,backup_beep,-,-0.73,0.0472,0.00731,0.167,0.64,0.257,5.39,5.39,13.13,13.13,1.083,3.344,1.53,22,PASS
fold2_room1_mix060,val,R,-13.17,14.14,5.47,bike_bell,-,-5.83,0.0137,0.00073,0.247,0.68,0.39,2.1,2.1,7.08,7.08,6.696,9.536,1.66,29,PASS
fold2_room1_mix061,val,L,7.11,5.79,3.36,siren,wail,-5.18,0.1642,0.01455,0.254,1.03,0.358,5.25,5.25,8.48,8.48,3.725,8.881,1.14,53,PASS
fold2_room1_mix062,val,R,-8.08,12.76,3.93,horn,-,-3.88,0.1581,0.01099,0.386,3.57,0.261,0.82,0.82,5.17,5.17,1.177,5.171,2.36,39,PASS
fold2_room1_mix063,val,L,7.89,5.17,6.33,backup_beep,-,-3.06,0.1811,0.01566,0.415,1.14,0.246,15.4,15.4,12.88,12.88,3.198,6.27,4.61,30,PASS
fold2_room1_mix064,val,R,-11.65,5.39,3.55,bike_bell,-,-0.98,0.0919,0.00373,0.275,0.73,0.2,16.97,16.97,2.57,2.57,4.457,8.125,17.94,37,PASS
fold2_room1_mix065,val,L,10.18,6.9,4.6,siren,peepo,-5.57,0.2546,0.00707,0.308,0.78,0.214,14.75,14.75,5.91,5.91,0.33,3.215,1.33,29,PASS
fold2_room1_mix066,val,R,-11.68,10.84,6.6,horn,-,-0.05,0.1076,0.00663,0.285,1.52,0.18,14.6,14.6,6.75,6.75,2.592,5.411,0.28,28,PASS
fold2_room1_mix067,val,L,10.54,10.71,3.86,backup_beep,-,-5.28,0.0422,0.00559,0.267,0.91,0.379,9.16,9.16,3.0,3.0,4.772,8.641,5.01,40,PASS
fold2_room1_mix068,val,R,-6.95,6.18,5.03,bike_bell,-,-4.56,0.0679,0.004,0.384,1.17,0.238,11.44,11.44,7.54,7.54,4.531,6.878,28.9,23,PASS
fold2_room1_mix069,val,L,4.07,12.08,4.24,siren,wail,-0.34,0.089,0.01146,0.256,0.44,0.209,13.69,13.69,12.46,12.46,5.158,7.734,0.26,27,PASS
fold2_room1_mix070,val,R,-7.54,12.92,3.51,horn,-,-5.92,0.0324,0.00221,0.249,0.51,0.381,5.41,5.41,10.25,10.25,5.714,8.92,0.75,33,PASS
fold2_room1_mix071,val,L,8.35,8.05,5.1,backup_beep,-,-5.89,0.1744,0.01238,0.308,2.06,0.254,17.06,17.06,5.03,5.03,3.133,6.496,5.67,33,PASS
fold2_room1_mix072,val,R,-5.55,10.64,6.95,bike_bell,-,-2.87,0.0221,0.00095,0.24,0.54,0.261,10.98,10.98,0.75,0.75,0.93,4.164,12.38,32,PASS
fold2_room1_mix073,val,L,9.11,8.04,3.6,siren,peepo,-3.83,0.1397,0.01519,0.291,0.7,0.227,10.1,10.1,13.43,13.43,3.434,8.827,0.63,55,PASS
fold2_room1_mix074,val,R,-4.44,14.26,4.1,horn,-,-4.23,0.2397,0.01272,0.258,2.87,0.33,7.34,7.34,9.12,9.12,3.799,9.499,2.02,59,PASS
fold2_room1_mix075,val,L,7.93,12.57,6.18,backup_beep,-,-1.11,0.2235,0.01854,0.498,2.78,0.281,14.86,14.86,10.04,10.04,5.271,8.776,5.92,36,PASS
fold2_room1_mix076,val,R,-13.5,7.85,6.88,bike_bell,-,-5.24,0.1186,0.00267,0.262,0.99,0.073,4.55,4.55,1.47,1.47,5.801,9.54,58.08,38,PASS
fold2_room1_mix077,val,L,7.56,9.8,6.5,siren,wail,-3.53,0.197,0.01917,0.238,0.73,0.242,5.24,5.24,7.77,7.77,3.025,7.551,1.96,45,PASS
fold2_room1_mix078,val,R,-10.99,10.15,5.74,horn,-,-4.51,0.0838,0.00961,0.372,3.03,0.228,16.94,16.94,11.53,11.53,3.782,9.567,0.53,59,PASS
fold2_room1_mix079,val,L,6.27,6.07,6.27,backup_beep,-,-1.49,0.2996,0.02436,0.32,2.17,0.377,5.97,5.97,2.75,2.75,5.911,8.934,2.78,31,PASS
fold2_room1_mix080,val,R,-12.07,13.3,5.37,bike_bell,-,-1.92,0.0526,0.00351,0.364,1.42,0.203,16.76,16.76,10.68,10.68,4.093,8.894,1.0,48,PASS
