clip,cls,tier,typ,j,t_to_cpa,route,rc,cpa_ok,ins,d_pred,d_gt,dc,tc,adot,gt_adot,ddot,gt_cpa_d
fold31_room1_mix0893,4,critical,対向型,59,0.6,cpa,0,1,0,7.44,6.2,0.92,0.78,-0.157,0.26179938779914935,-9.42,1.06
fold31_room1_mix0894,4,critical,対向型,76,0.9,cpa,0,1,0,4.6,4.83,0.52,1.07,0.105,0.26179938779914935,-4.23,1.36
fold31_room1_mix0895,4,critical,対向型,40,2.2,cpa,1,1,0,12.54,13.15,1.17,1.78,0.052,0.0,-7.0,0.87
fold31_room1_mix0896,4,safe,すり抜け型,42,2.6,rc,1,0,0,10.04,12.21,0.0,10.91,0.0,0.1745329251994332,-0.92,8.98
fold31_room1_mix0898,4,critical,対向型,21,6.1,rc,1,0,0,13.9,14.09,3.52,4.68,-0.052,0.0,-2.78,1.01
fold31_room1_mix0905,4,critical,対向型,30,3.0,rc,1,0,0,12.82,11.61,1.71,2.53,-0.052,0.0,-4.98,1.11
fold31_room1_mix0910,4,critical,対向型,35,2.8,cpa,1,1,0,13.33,13.5,0.0,2.34,0.0,0.0,-5.7,0.92
fold31_room1_mix0913,4,safe,すり抜け型,35,2.6,rc,1,0,0,13.51,14.34,2.86,2.37,0.087,0.0872664625997166,-5.45,3.98
fold31_room1_mix0915,4,critical,対向型,71,0.2,cpa,0,1,0,2.12,1.87,0.94,0.26,1.553,3.1415926535897936,-6.62,1.4
fold31_room1_mix0915,4,safe,すり抜け型,71,0.3,cpa,0,1,0,2.12,14.76,0.94,0.26,1.553,0.436332312998583,-6.62,14.64
fold31_room1_mix0917,4,critical,対向型,74,1.3,cpa,1,1,0,10.26,9.55,0.47,1.31,0.035,0.0,-7.79,0.62
fold31_room1_mix0918,4,critical,対向型,60,0.8,cpa,0,1,0,3.89,7.35,1.26,0.45,-0.681,0.1745329251994332,-7.71,1.1
fold31_room1_mix0919,4,critical,対向型,80,0.7,cpa,0,1,0,4.48,4.0,0.52,0.61,0.192,0.2617993877991509,-7.29,0.98
fold31_room1_mix0920,4,critical,対向型,52,2.4,cpa,0,1,0,16.27,16.87,1.22,2.14,0.035,0.0,-7.56,0.65
fold31_room1_mix0921,4,critical,対向型,63,2.3,rc,1,0,0,12.52,11.21,2.72,3.04,-0.07,0.0,-3.93,1.32
fold31_room1_mix0928,4,critical,対向型,61,2.7,cpa,1,1,0,9.67,21.14,0.17,1.03,0.017,0.0,-9.43,1.35
fold31_room1_mix0932,4,safe,すり抜け型,33,3.2,rc,1,0,0,10.74,,0.0,3.74,-0.0,,-2.87,10.47
fold31_room1_mix0935,4,critical,対向型,85,0.0,cpa,0,1,1,1.36,1.42,0.81,0.18,2.601,3.0543261909900767,-4.8,1.42
fold31_room1_mix0938,4,critical,対向型,72,0.9,cpa,0,1,0,9.96,8.69,1.13,0.92,-0.122,0.1745329251994332,-10.7,1.5
fold31_room1_mix0939,4,critical,対向型,39,2.1,cpa,1,1,0,9.15,10.84,0.0,1.19,-0.0,0.0,-7.66,1.11
fold31_room1_mix0939,4,safe,すり抜け型,39,2.6,cpa,1,1,0,9.15,13.34,0.0,1.19,-0.0,0.1745329251994332,-7.66,10.03
fold31_room1_mix0940,4,critical,対向型,37,2.3,rc,1,0,0,12.55,11.88,1.78,1.61,-0.087,0.0,-7.66,1.46
fold31_room1_mix0942,4,critical,対向型,71,1.3,cpa,1,1,0,9.74,9.6,0.73,1.07,0.07,0.0,-9.02,1.0
fold31_room1_mix0948,4,critical,対向型,31,5.0,cpa,1,1,0,7.73,30.01,1.14,2.09,-0.07,0.0,-3.61,0.68
fold31_room1_mix0957,4,critical,対向型,60,1.2,cpa,0,1,0,10.74,10.66,1.02,0.9,-0.105,0.17453292519943292,-11.78,1.49
fold31_room1_mix0958,4,safe,すり抜け型,49,3.7,cpa,1,1,0,11.89,14.64,0.0,1.69,0.0,0.0,-7.02,3.21
fold31_room1_mix0958,4,safe,すり抜け型,49,4.0,cpa,1,1,0,11.89,25.07,0.0,1.69,0.0,0.08726646259971549,-7.02,6.47
fold31_room1_mix0959,4,critical,対向型,39,2.7,rc,1,0,0,13.88,14.35,0.0,2.51,0.0,0.0,-5.53,0.94
fold31_room1_mix0963,4,critical,対向型,58,2.9,cpa,1,1,0,9.43,12.13,0.18,1.12,0.017,0.0,-8.4,1.13
fold31_room1_mix0963,4,critical,対向型,58,1.0,cpa,1,1,0,9.43,7.3,0.18,1.12,0.017,0.08726646259971646,-8.4,0.96
fold31_room1_mix0963,4,critical,対向型,58,2.4,cpa,1,1,0,9.43,17.73,0.18,1.12,0.017,0.0,-8.4,1.49
fold31_room1_mix0964,4,critical,対向型,34,1.8,rc,1,0,0,13.15,8.98,7.36,6.64,0.07,0.0,-1.36,0.99
fold31_room1_mix0967,4,critical,対向型,59,1.6,cpa,1,1,0,11.66,12.0,0.0,1.16,-0.0,0.0,-10.07,0.92
fold31_room1_mix0971,4,critical,対向型,59,0.1,cpa,0,1,0,2.36,1.28,0.54,0.26,0.873,4.799655442984405,-8.75,0.9
fold31_room1_mix0973,4,critical,対向型,37,3.0,rc,1,0,0,13.49,13.2,2.49,2.6,-0.07,0.0,-5.02,1.45
fold31_room1_mix0974,4,critical,対向型,49,2.1,cpa,0,1,0,22.61,16.85,1.2,1.51,-0.035,0.0,-14.91,1.0
fold31_room1_mix0981,4,critical,対向型,34,1.6,cpa,1,1,0,9.88,10.39,0.38,1.11,0.035,0.0,-8.91,0.83
fold31_room1_mix0984,4,safe,すり抜け型,56,3.2,cpa,0,1,0,6.45,,0.97,1.42,0.105,,-4.44,4.5
fold31_room1_mix0990,4,critical,対向型,70,1.3,cpa,0,1,0,4.78,5.1,0.76,1.12,0.14,0.0,-4.15,0.63
fold31_room1_mix0991,4,critical,対向型,52,2.8,rc,1,0,0,14.32,14.93,2.31,2.28,0.07,0.0,-6.11,1.4
fold31_room1_mix0998,4,critical,対向型,34,1.2,rc,1,0,0,11.91,9.18,1.98,1.88,0.087,0.17453292519943292,-6.17,1.27
fold31_room1_mix0998,4,safe,すり抜け型,46,4.3,cpa,0,1,0,1.83,26.41,0.99,0.18,2.513,0.08726646259971549,-7.14,10.82
fold31_room1_mix0999,4,critical,対向型,44,0.6,cpa,0,1,0,5.16,4.11,0.77,0.84,-0.175,0.4363323129985819,-5.99,1.07
fold31_room1_mix0999,4,critical,対向型,44,0.7,cpa,0,1,0,5.16,4.17,0.77,0.84,-0.175,0.3490658503988664,-5.99,1.08
fold31_room1_mix1001,4,critical,対向型,41,0.7,cpa,1,1,0,6.34,5.67,0.49,1.48,0.052,0.34906585039886595,-4.26,1.2
fold31_room1_mix1001,4,critical,対向型,87,0.0,cpa,0,1,1,1.22,0.79,0.44,0.1,-3.473,5.759586531581285,-11.1,0.79
fold31_room1_mix1003,4,critical,対向型,58,0.0,cpa,0,1,0,2.03,0.92,1.15,0.16,-2.915,4.363323129985824,-8.63,0.92
fold31_room1_mix1003,4,safe,すり抜け型,58,-0.6,cpa,0,1,0,2.03,14.24,1.15,0.16,-2.915,0.6108652381980162,-8.63,13.28
fold31_room1_mix1003,4,safe,すり抜け型,58,-0.4,cpa,0,1,0,2.03,9.09,1.15,0.16,-2.915,0.8726646259971649,-8.63,8.47
fold31_room1_mix1004,4,critical,対向型,72,1.1,cpa,0,1,0,6.9,5.57,0.75,1.03,0.105,0.08726646259971549,-6.64,0.73
fold31_room1_mix1006,4,critical,対向型,39,3.1,rc,1,0,0,14.05,13.28,0.0,3.16,-0.0,0.0,-4.45,0.74
fold31_room1_mix1006,4,safe,すり抜け型,70,1.1,cpa,0,1,1,0.78,15.98,0.41,0.14,-3.229,0.43633231299858244,-4.03,12.74
fold31_room1_mix1007,4,critical,対向型,64,2.3,cpa,0,1,0,2.85,10.86,0.6,0.18,-1.152,0.0,-15.16,0.7
fold31_room1_mix1009,4,critical,対向型,35,2.1,cpa,1,1,0,12.22,10.23,0.52,2.43,-0.017,0.08726646259971549,-5.03,1.26
fold31_room1_mix1014,4,critical,対向型,24,2.5,rc,1,0,0,8.03,8.07,2.36,3.22,0.087,0.08726646259971549,-2.28,1.01
fold31_room1_mix1018,4,critical,対向型,56,2.2,cpa,1,1,0,12.1,11.38,0.0,1.73,-0.0,0.0,-6.99,1.24
fold31_room1_mix1018,4,safe,すり抜け型,56,2.5,cpa,1,1,0,12.1,,0.0,1.73,-0.0,,-6.99,10.55
fold31_room1_mix1019,4,critical,対向型,53,1.4,cpa,0,1,0,16.22,15.79,0.89,1.05,0.052,0.0,-15.4,1.28
fold31_room1_mix1024,4,critical,対向型,73,1.1,cpa,1,1,0,6.7,7.28,0.08,0.68,-0.017,0.17453292519943292,-9.84,1.17
fold31_room1_mix1024,4,safe,すり抜け型,73,-0.2,cpa,1,1,0,6.7,14.03,0.08,0.68,-0.017,0.7853981633974483,-9.84,13.92
fold31_room1_mix1031,4,critical,対向型,81,0.5,cpa,0,1,0,4.64,4.86,0.56,0.36,0.332,0.5235987755982987,-12.55,1.42
fold31_room1_mix1039,4,critical,対向型,62,1.8,cpa,1,1,0,13.53,12.41,0.95,2.02,-0.035,0.08726646259971646,-6.68,1.22
fold31_room1_mix1040,4,critical,対向型,69,1.8,cpa,0,1,0,9.15,11.46,1.13,1.0,0.122,0.0,-8.98,0.73
fold31_room1_mix1045,4,critical,対向型,19,2.9,rc,1,0,0,13.74,27.16,1.3,2.7,-0.035,0.0,-5.04,1.32
fold31_room1_mix1048,4,critical,対向型,25,3.7,rc,1,0,0,11.81,14.06,1.38,1.33,-0.087,0.0,-8.78,1.3
fold31_room1_mix1052,4,critical,対向型,47,1.7,rc,1,0,0,8.3,6.07,1.4,4.77,-0.035,0.17453292519943098,-1.69,1.46
fold31_room1_mix1054,4,critical,対向型,39,2.2,rc,1,0,0,13.02,16.5,2.84,2.44,-0.087,0.0,-5.09,0.88
fold31_room1_mix1058,4,critical,対向型,67,0.8,cpa,0,1,0,5.04,3.76,0.56,0.7,-0.157,0.4363323129985819,-7.12,1.48
fold31_room1_mix1058,4,safe,すり抜け型,67,-0.2,cpa,0,1,0,5.04,12.54,0.56,0.7,-0.157,0.6981317007977317,-7.12,12.45
fold31_room1_mix1064,4,critical,対向型,49,0.2,cpa,1,1,0,2.8,2.4,0.08,0.38,0.07,1.832595714594046,-7.28,0.95
fold31_room1_mix1064,4,safe,すり抜け型,49,-0.3,cpa,1,1,0,2.8,11.24,0.08,0.38,0.07,0.6981317007977306,-7.28,11.04
fold31_room1_mix1065,4,safe,すり抜け型,35,5.3,rc,1,0,0,14.28,,3.18,6.22,-0.035,,-2.18,3.84
fold31_room1_mix1071,4,critical,対向型,29,2.2,rc,1,0,0,13.18,11.87,1.65,2.37,-0.052,0.0,-5.47,0.66
fold31_room1_mix1071,4,safe,すり抜け型,29,3.9,rc,1,0,0,13.18,22.09,1.65,2.37,-0.052,0.0,-5.47,4.04
fold31_room1_mix1074,4,critical,対向型,73,1.3,cpa,1,1,0,13.02,12.18,0.57,1.26,0.035,0.08726646259971549,-10.32,1.28
fold31_room1_mix1078,4,critical,対向型,62,2.7,cpa,0,1,1,1.25,,0.58,0.12,3.491,,-8.33,0.71
fold31_room1_mix1083,4,critical,対向型,72,0.3,cpa,0,1,0,2.95,1.81,1.1,0.6,-0.576,1.919862177193763,-4.25,1.17
fold31_room1_mix1088,4,critical,対向型,74,0.6,cpa,0,1,0,2.62,2.4,0.37,0.53,0.262,0.6108652381980153,-4.81,1.05
fold31_room1_mix1089,4,critical,対向型,61,0.5,cpa,0,1,0,5.29,4.6,0.89,0.43,0.384,0.34906585039886595,-11.9,1.03
fold31_room1_mix1090,4,critical,対向型,50,1.2,cpa,0,1,0,9.34,8.08,0.97,0.74,0.14,0.0,-12.54,0.71
fold31_room1_mix1093,4,safe,すり抜け型,51,-0.8,rc,1,0,0,13.25,11.74,2.12,3.02,-0.052,0.5235987755982974,-4.28,10.51
fold31_room1_mix1093,4,critical,対向型,51,1.6,rc,1,0,0,13.25,13.02,2.12,3.02,-0.052,0.0,-4.28,1.15
fold31_room1_mix1093,4,safe,すり抜け型,51,3.5,rc,1,0,0,13.25,39.34,2.12,3.02,-0.052,0.08726646259971632,-4.28,10.15
fold31_room1_mix1094,4,safe,すり抜け型,63,0.5,cpa,0,1,0,4.43,6.09,0.53,0.85,0.14,0.9599310885968815,-5.15,5.29
fold31_room1_mix1094,4,critical,対向型,63,0.7,cpa,0,1,0,4.43,4.03,0.53,0.85,0.14,0.17453292519943298,-5.15,0.78
fold31_room1_mix1095,4,critical,対向型,37,0.5,cpa,1,1,0,9.61,4.41,0.67,1.0,-0.07,0.34906585039886595,-9.56,0.94
fold31_room1_mix1095,4,safe,すり抜け型,37,2.5,cpa,1,1,0,9.61,24.06,0.67,1.0,-0.07,0.08726646259971632,-9.56,6.95
fold31_room1_mix1096,4,critical,対向型,50,1.5,cpa,1,1,0,11.02,10.59,0.21,1.07,0.017,0.0,-10.28,0.79
fold31_room1_mix1099,4,critical,対向型,62,2.0,rc,1,0,0,10.35,10.77,1.43,2.61,-0.052,0.08726646259971646,-3.89,1.16
fold31_room1_mix1100,4,critical,対向型,33,2.0,cpa,1,1,0,9.69,6.85,0.23,1.36,0.017,0.08726646259971549,-7.1,1.17
fold31_room1_mix1100,4,safe,すり抜け型,33,1.3,cpa,1,1,0,9.69,15.59,0.23,1.36,0.017,0.1745329251994332,-7.1,14.8
fold31_room1_mix1101,4,critical,対向型,41,2.9,rc,1,0,0,11.63,12.14,1.34,1.31,0.087,0.0,-8.73,1.12
fold31_room1_mix1106,4,critical,対向型,73,-0.1,cpa,0,1,1,0.93,0.98,0.32,0.06,5.637,4.974188368183841,-14.31,0.94
fold31_room1_mix1108,4,critical,対向型,80,0.7,cpa,1,1,0,8.9,6.89,0.35,1.11,0.035,0.17453292519943292,-8.0,0.88
fold31_room1_mix1109,4,critical,対向型,49,1.1,cpa,1,1,0,12.09,11.26,0.58,1.37,-0.035,0.08726646259971549,-8.78,1.2
fold31_room1_mix1115,4,safe,すり抜け型,20,4.3,rc,1,0,0,11.86,10.99,4.73,4.19,0.087,0.17453292519943264,-2.38,6.23
fold31_room1_mix1115,4,safe,すり抜け型,20,6.6,rc,1,0,0,11.86,22.85,4.73,4.19,0.087,0.0,-2.38,8.51
fold31_room1_mix1116,4,safe,すり抜け型,55,3.2,cpa,0,1,0,2.88,18.39,0.14,0.35,-0.14,0.08726646259971632,-8.2,6.33
fold31_room1_mix1116,4,critical,対向型,55,0.2,cpa,0,1,0,2.88,1.51,0.14,0.35,-0.14,2.530727415391778,-8.2,0.74
fold31_room1_mix1118,4,critical,対向型,48,1.1,rc,1,0,0,11.9,6.76,1.95,1.85,0.087,0.1745329251994332,-6.26,1.17
fold31_room1_mix1118,4,safe,すり抜け型,48,3.7,rc,1,0,0,11.9,27.04,1.95,1.85,0.087,0.0,-6.26,6.2
fold31_room1_mix1119,4,critical,対向型,80,0.8,cpa,0,1,0,7.23,6.73,1.19,0.84,-0.192,0.17453292519943292,-8.34,0.78
fold31_room1_mix1120,4,critical,対向型,44,2.0,cpa,0,1,0,19.32,19.12,0.71,2.12,-0.017,0.0,-9.12,0.89
fold31_room1_mix1126,4,critical,対向型,52,1.9,rc,1,0,0,9.08,7.62,1.5,1.87,0.087,0.0,-4.73,0.66
fold31_room1_mix1126,4,safe,すり抜け型,52,-1.0,rc,1,0,0,9.08,12.16,1.5,1.87,0.087,0.5235987755983018,-4.73,8.52
fold31_room1_mix1130,4,critical,対向型,27,1.7,cpa,1,1,0,9.87,9.31,0.66,1.28,0.052,0.0,-7.7,1.12
fold31_room1_mix1133,4,critical,対向型,75,1.3,rc,1,0,0,13.17,11.85,1.43,1.24,-0.087,0.08726646259971646,-10.52,1.42
fold31_room1_mix1134,4,critical,対向型,48,1.2,cpa,1,1,0,10.58,10.43,0.81,1.46,0.052,0.0,-7.19,0.84
fold31_room1_mix1135,4,critical,対向型,15,3.1,cpa,1,1,0,11.8,10.68,0.0,1.58,-0.0,0.0,-7.48,0.75
fold31_room1_mix1135,4,critical,対向型,15,3.1,cpa,1,1,0,11.8,,0.0,1.58,-0.0,,-7.48,1.37
fold31_room1_mix1135,4,critical,対向型,35,4.0,rc,1,0,0,7.47,,1.04,2.63,-0.052,,-2.79,0.94
fold31_room1_mix1139,4,critical,対向型,49,1.7,cpa,1,1,0,12.77,10.86,0.0,2.4,-0.0,0.08726646259971646,-5.33,1.22
fold31_room1_mix1139,4,safe,すり抜け型,49,2.4,cpa,1,1,0,12.77,22.87,0.0,2.4,-0.0,0.1745329251994332,-5.33,8.84
fold31_room1_mix1144,4,critical,対向型,26,1.8,cpa,1,1,0,11.51,10.04,0.7,1.73,0.035,0.08726646259971646,-6.62,1.26
fold31_room1_mix1152,4,safe,すり抜け型,21,4.5,rc,1,0,0,13.27,18.97,2.67,2.26,0.087,0.0,-5.64,5.13
fold31_room1_mix1154,4,critical,対向型,54,2.5,cpa,0,1,0,17.37,16.38,0.54,1.79,0.017,0.0,-9.69,0.99
fold31_room1_mix1155,4,critical,対向型,24,1.8,rc,1,0,0,14.2,14.26,2.26,2.25,-0.07,0.0,-6.14,1.44
fold31_room1_mix1155,4,safe,すり抜け型,24,3.7,rc,1,0,0,14.2,38.77,2.26,2.25,-0.07,0.0,-6.14,10.92
fold31_room1_mix1156,4,critical,対向型,37,1.5,cpa,1,1,0,11.12,9.32,0.39,2.02,-0.017,0.08726646259971646,-5.5,1.41
fold31_room1_mix1156,4,critical,対向型,50,3.8,cpa,0,1,0,2.06,,0.54,0.26,-0.977,,-7.36,1.46
fold31_room1_mix1160,4,critical,対向型,61,2.7,rc,1,0,0,13.79,12.99,2.35,1.92,-0.087,0.0,-6.96,1.1
fold31_room1_mix1161,4,safe,すり抜け型,69,-0.3,cpa,0,1,0,3.37,14.67,0.89,0.38,-0.681,0.1745329251994332,-8.34,14.66
fold31_room1_mix1165,4,critical,対向型,32,1.7,rc,1,0,0,14.39,10.91,2.39,1.88,0.087,0.0,-7.45,0.63
fold31_room1_mix1167,4,critical,対向型,39,1.1,cpa,1,1,0,10.34,8.95,0.0,1.35,-0.0,0.17453292519943098,-7.67,1.05
fold31_room1_mix1170,4,critical,対向型,57,1.8,rc,1,0,0,13.41,12.31,0.63,2.69,-0.017,0.08726646259971549,-4.98,1.34
fold31_room1_mix1172,4,critical,対向型,38,1.3,rc,1,0,0,14.16,9.16,1.46,1.18,0.087,0.08726646259971549,-11.89,1.38
fold31_room1_mix1172,4,safe,すり抜け型,38,3.4,rc,1,0,0,14.16,32.14,1.46,1.18,0.087,0.0,-11.89,4.29
fold31_room1_mix1175,4,safe,すり抜け型,42,2.8,cpa,0,1,0,7.05,19.37,1.13,0.83,-0.192,0.1745329251994332,-8.31,12.94
fold31_room1_mix1176,4,critical,対向型,37,2.1,cpa,0,1,0,6.95,9.9,0.76,0.89,0.122,0.0,-7.73,1.14
fold31_room1_mix1176,4,critical,対向型,37,0.6,cpa,0,1,0,6.95,4.37,0.76,0.89,0.122,0.3490658503988664,-7.73,0.91
fold31_room1_mix1179,4,critical,対向型,29,2.6,cpa,1,1,0,12.82,13.8,0.71,1.59,-0.035,0.0,-8.06,1.03
fold31_room1_mix1179,4,critical,対向型,29,2.1,cpa,1,1,0,12.82,8.85,0.71,1.59,-0.035,0.08726646259971549,-8.06,1.15
fold31_room1_mix1180,4,critical,対向型,18,6.4,rc,1,0,0,13.13,28.61,2.17,1.87,0.087,0.0,-6.83,1.02
fold31_room1_mix1183,4,critical,対向型,46,2.2,rc,1,0,0,11.2,10.43,0.71,3.63,0.017,0.0,-3.07,0.72
fold31_room1_mix1190,4,critical,対向型,47,1.3,rc,1,0,0,10.13,7.4,1.91,5.31,0.035,0.08726646259971549,-1.84,0.99
fold31_room1_mix1195,4,critical,対向型,22,2.5,cpa,1,1,0,13.4,6.25,0.0,2.31,0.0,0.0,-5.81,0.87
fold31_room1_mix1196,4,critical,対向型,61,2.0,rc,1,0,0,12.73,13.96,1.59,2.37,0.052,0.0,-5.29,0.94
fold31_room1_mix1200,4,critical,対向型,49,3.8,cpa,0,1,0,16.19,32.18,0.26,0.93,0.017,0.0,-17.42,1.33
fold31_room1_mix1200,4,critical,対向型,49,1.1,cpa,0,1,0,16.19,11.94,0.26,0.93,0.017,0.0,-17.42,0.85
fold31_room1_mix1243,6,critical,対向型,61,1.1,cpa,0,1,0,5.92,6.25,0.66,0.79,-0.14,0.17453292519943306,-7.38,1.22
fold31_room1_mix1290,6,critical,対向型,34,0.8,cpa,0,1,0,3.18,3.11,0.9,0.91,-0.297,0.43633231299858244,-3.2,1.09
fold31_room1_mix1312,6,critical,対向型,48,1.9,rc,1,0,0,6.98,7.18,0.4,3.3,-0.017,0.17453292519943292,-2.11,1.43
fold31_room1_mix1363,6,critical,対向型,66,0.1,cpa,0,1,1,1.23,1.09,0.71,0.23,-2.025,2.7925268031909267,-3.53,1.08
fold31_room1_mix1374,6,critical,対向型,45,1.7,rc,1,0,0,3.94,4.15,1.18,5.44,0.052,0.17453292519943098,-0.66,0.91
fold31_room1_mix1387,6,critical,対向型,44,1.0,cpa,0,1,0,5.42,5.9,0.67,0.79,-0.157,0.17453292519943292,-6.79,0.9
fold31_room1_mix1424,6,critical,対向型,64,1.2,cpa,1,1,0,4.46,5.05,0.31,1.32,-0.052,0.1745329251994332,-3.37,0.86
fold31_room1_mix1482,7,safe,すり抜け型,52,2.2,rc,1,0,0,12.56,12.77,1.62,1.84,-0.07,0.17453292519943292,-6.73,3.59
fold31_room1_mix1487,7,safe,すり抜け型,61,1.4,cpa,1,1,0,9.78,11.18,0.54,1.06,0.052,0.1745329251994332,-9.21,3.58
fold31_room1_mix1593,7,safe,すり抜け型,27,0.4,cpa,0,1,0,3.85,5.09,0.95,0.38,0.628,1.1344640137963147,-9.49,3.46
fold31_room1_mix1630,7,safe,すり抜け型,25,1.0,cpa,0,1,0,6.76,6.67,1.1,1.15,0.14,0.5235987755982996,-5.73,3.84
