car_side,clip_id,danger_tier,motion,n_car,n_warnings,scenario,scene_type,seed,split,w1_class,w1_side,w2_class,w2_side
L,fold32_room1_mix0599,safe,walk,1,0,v11core,residential,15062627942,fold32,,,,
L,fold32_room1_mix0600,critical,walk,3,0,v11core,daily,15062732671,fold32,,,,
R,fold32_room1_mix0601,safe,static,1,0,v11core,residential,15062837400,fold32,,,,
R,fold32_room1_mix0602,safe,static,1,2,v11core,daily,15062942129,fold32,bike_bell,R,bike_bell,L
R,fold32_room1_mix0603,safe,static,2,0,v11core,daily,15063046858,fold32,,,,
R,fold32_room1_mix0604,safe,walk,1,1,v11core,residential,15063151587,fold32,horn,R,,
L,fold32_room1_mix0605,safe,static,2,1,v11core,daily,15063256316,fold32,crossing,L,,
L,fold32_room1_mix0606,caution,static,1,0,v11core,daily,15063361045,fold32,,,,
L,fold32_room1_mix0607,caution,static,2,0,v11core,residential,15063465774,fold32,,,,
R,fold32_room1_mix0608,caution,static,1,1,v11core,daily,15063570503,fold32,horn,R,,
L,fold32_room1_mix0609,caution,walk,1,1,v11core,arterial,15063675232,fold32,horn,R,,
L,fold32_room1_mix0610,critical,static,1,1,v11core,residential,15063779961,fold32,backup_beep,L,,
,fold32_room1_mix0611,na,walk,0,0,v11core,residential,15063884690,fold32,,,,
R,fold32_room1_mix0612,safe,static,1,1,v11core,residential,15063989419,fold32,horn,L,,
L,fold32_room1_mix0613,critical,walk,1,1,v11core,arterial,15064094148,fold32,horn,L,,
L,fold32_room1_mix0614,caution,static,2,0,v11core,arterial,15064198877,fold32,,,,
R,fold32_room1_mix0615,safe,static,1,2,v11core,residential,15064303606,fold32,backup_beep,R,bike_bell,R
R,fold32_room1_mix0616,critical,static,1,0,v11core,daily,15064408335,fold32,,,,
L,fold32_room1_mix0617,critical,static,1,0,v11core,residential,15064513064,fold32,,,,
,fold32_room1_mix0618,na,walk,0,2,v11core,daily,15064617793,fold32,siren,L,siren,R
R,fold32_room1_mix0619,caution,walk,1,0,v11core,residential,15064722522,fold32,,,,
L,fold32_room1_mix0620,caution,static,1,0,v11core,daily,15064827251,fold32,,,,
R,fold32_room1_mix0621,caution,static,1,0,v11core,residential,15064931980,fold32,,,,
R,fold32_room1_mix0622,caution,walk,2,1,v11core,daily,15065036709,fold32,crossing,L,,
R,fold32_room1_mix0623,safe,static,1,0,v11core,residential,15065141438,fold32,,,,
L,fold32_room1_mix0624,critical,walk,1,0,v11core,residential,15065246167,fold32,,,,
L,fold32_room1_mix0625,caution,static,2,1,v11core,daily,15065350896,fold32,siren,R,,
L,fold32_room1_mix0626,caution,walk,1,0,v11core,residential,15065455625,fold32,,,,
R,fold32_room1_mix0627,critical,static,2,0,v11core,daily,15065560354,fold32,,,,
R,fold32_room1_mix0628,critical,static,2,0,v11core,daily,15065665083,fold32,,,,
L,fold32_room1_mix0629,critical,walk,1,1,v11core,residential,15065769812,fold32,horn,L,,
R,fold32_room1_mix0630,critical,static,3,2,v11core,daily,15065874541,fold32,backup_beep,R,bike_bell,L
R,fold32_room1_mix0631,caution,static,1,1,v11core,arterial,15065979270,fold32,bike_bell,R,,
,fold32_room1_mix0632,na,walk,0,1,v11core,residential,15066083999,fold32,horn,R,,
L,fold32_room1_mix0633,caution,static,1,1,v11core,residential,15066188728,fold32,crossing,R,,
,fold32_room1_mix0634,na,static,0,1,v11core,residential,15066293457,fold32,backup_beep,R,,
L,fold32_room1_mix0635,critical,walk,3,1,v11core,daily,15066398186,fold32,horn,R,,
L,fold32_room1_mix0636,safe,walk,2,1,v11core,residential,15066502915,fold32,crossing,L,,
L,fold32_room1_mix0637,critical,walk,1,0,v11core,arterial,15066607644,fold32,,,,
L,fold32_room1_mix0638,caution,walk,3,2,v11core,arterial,15066712373,fold32,siren,L,siren,R
,fold32_room1_mix0639,na,static,0,0,v11core,daily,15066817102,fold32,,,,
R,fold32_room1_mix0640,critical,walk,1,0,v11core,residential,15066921831,fold32,,,,
R,fold32_room1_mix0641,safe,walk,3,1,v11core,daily,15067026560,fold32,siren,R,,
L,fold32_room1_mix0642,caution,static,1,0,v11core,daily,15067131289,fold32,,,,
L,fold32_room1_mix0643,critical,static,2,1,v11core,arterial,15067236018,fold32,bike_bell,R,,
,fold32_room1_mix0644,na,static,0,1,v11core,residential,15067340747,fold32,crossing,L,,
L,fold32_room1_mix0645,safe,walk,3,1,v11core,arterial,15067445476,fold32,siren,R,,
L,fold32_room1_mix0646,safe,static,1,0,v11core,residential,15067550205,fold32,,,,
,fold32_room1_mix0647,na,static,0,2,v11core,residential,15067654934,fold32,siren,R,crossing,L
L,fold32_room1_mix0648,caution,static,1,1,v11core,residential,15067759663,fold32,crossing,L,,
R,fold32_room1_mix0649,safe,static,1,1,v11core,residential,15067864392,fold32,horn,L,,
R,fold32_room1_mix0650,safe,static,2,2,v11core,arterial,15067969121,fold32,horn,L,backup_beep,L
L,fold32_room1_mix0651,critical,static,1,2,v11core,residential,15068073850,fold32,horn,L,backup_beep,L
R,fold32_room1_mix0652,critical,walk,2,0,v11core,arterial,15068178579,fold32,,,,
L,fold32_room1_mix0653,critical,static,2,0,v11core,arterial,15068283308,fold32,,,,
L,fold32_room1_mix0654,critical,walk,1,0,v11core,residential,15068388037,fold32,,,,
L,fold32_room1_mix0655,safe,walk,1,2,v11core,daily,15068492766,fold32,siren,R,horn,L
L,fold32_room1_mix0656,safe,walk,3,0,v11core,daily,15068597495,fold32,,,,
L,fold32_room1_mix0657,safe,walk,1,0,v11core,residential,15068702224,fold32,,,,
L,fold32_room1_mix0658,caution,walk,1,2,v11core,daily,15068806953,fold32,backup_beep,L,bike_bell,L
L,fold32_room1_mix0659,critical,static,1,0,v11core,residential,15068911682,fold32,,,,
L,fold32_room1_mix0660,caution,static,2,1,v11core,daily,15069016411,fold32,bike_bell,L,,
,fold32_room1_mix0661,na,static,0,0,v11core,residential,15069121140,fold32,,,,
,fold32_room1_mix0662,na,walk,0,1,v11core,residential,15069225869,fold32,crossing,L,,
,fold32_room1_mix0663,na,walk,0,0,v11core,residential,15069330598,fold32,,,,
L,fold32_room1_mix0664,safe,walk,1,1,v11core,residential,15069435327,fold32,horn,R,,
L,fold32_room1_mix0665,caution,walk,1,0,v11core,residential,15069540056,fold32,,,,
R,fold32_room1_mix0666,safe,static,1,2,v11core,residential,15069644785,fold32,siren,R,bike_bell,R
L,fold32_room1_mix0667,caution,walk,1,1,v11core,residential,15069749514,fold32,crossing,L,,
L,fold32_room1_mix0668,caution,walk,1,0,v11core,residential,15069854243,fold32,,,,
L,fold32_room1_mix0669,safe,static,1,0,v11core,residential,15069958972,fold32,,,,
L,fold32_room1_mix0670,critical,static,1,1,v11core,residential,15070063701,fold32,horn,R,,
,fold32_room1_mix0671,na,static,0,0,v11core,daily,15070168430,fold32,,,,
L,fold32_room1_mix0672,critical,static,1,1,v11core,daily,15070273159,fold32,backup_beep,L,,
R,fold32_room1_mix0673,safe,walk,3,1,v11core,arterial,15070377888,fold32,crossing,R,,
L,fold32_room1_mix0674,safe,static,3,1,v11core,arterial,15070482617,fold32,bike_bell,L,,
,fold32_room1_mix0675,na,static,0,0,v11core,daily,15070587346,fold32,,,,
R,fold32_room1_mix0676,critical,static,1,0,v11core,daily,15070692075,fold32,,,,
L,fold32_room1_mix0677,safe,static,2,0,v11core,residential,15070796804,fold32,,,,
L,fold32_room1_mix0678,critical,static,1,2,v11core,residential,15070901533,fold32,siren,L,siren,R
,fold32_room1_mix0679,na,static,0,0,v11core,residential,15071006262,fold32,,,,
R,fold32_room1_mix0680,safe,walk,1,1,v11core,arterial,15071110991,fold32,siren,R,,
L,fold32_room1_mix0681,caution,walk,1,0,v11core,daily,15071215720,fold32,,,,
R,fold32_room1_mix0682,safe,static,2,0,v11core,residential,15071320449,fold32,,,,
,fold32_room1_mix0683,na,walk,0,1,v11core,residential,15071425178,fold32,bike_bell,R,,
R,fold32_room1_mix0684,safe,walk,1,0,v11core,arterial,15071529907,fold32,,,,
L,fold32_room1_mix0685,caution,walk,1,0,v11core,daily,15071634636,fold32,,,,
L,fold32_room1_mix0686,safe,walk,1,2,v11core,daily,15071739365,fold32,siren,L,backup_beep,L
L,fold32_room1_mix0687,safe,walk,1,1,v11core,residential,15071844094,fold32,crossing,L,,
L,fold32_room1_mix0688,caution,static,1,1,v11core,daily,15071948823,fold32,horn,L,,
L,fold32_room1_mix0689,safe,walk,1,0,v11core,daily,15072053552,fold32,,,,
R,fold32_room1_mix0690,caution,static,2,1,v11core,daily,15072158281,fold32,backup_beep,L,,
,fold32_room1_mix0691,na,static,0,0,v11core,daily,15072263010,fold32,,,,
R,fold32_room1_mix0692,critical,walk,1,2,v11core,daily,15072367739,fold32,bike_bell,R,bike_bell,L
R,fold32_room1_mix0693,critical,walk,2,0,v11core,daily,15072472468,fold32,,,,
L,fold32_room1_mix0694,critical,walk,1,0,v11core,daily,15072577197,fold32,,,,
R,fold32_room1_mix0695,caution,walk,1,0,v11core,daily,15072681926,fold32,,,,
L,fold32_room1_mix0696,safe,static,3,0,v11core,daily,15072786655,fold32,,,,
L,fold32_room1_mix0697,critical,static,1,1,v11core,daily,15072891384,fold32,siren,R,,
,fold32_room1_mix0698,na,walk,0,0,v11core,residential,15072996113,fold32,,,,
L,fold32_room1_mix0699,critical,static,1,0,v11core,daily,15073100842,fold32,,,,
R,fold32_room1_mix0700,critical,walk,1,0,v11core,residential,15073205571,fold32,,,,
R,fold32_room1_mix0701,critical,static,1,1,v11core,daily,15073310300,fold32,backup_beep,L,,
L,fold32_room1_mix0702,safe,walk,3,0,v11core,arterial,15073415029,fold32,,,,
R,fold32_room1_mix0703,caution,walk,1,1,v11core,arterial,15073519758,fold32,crossing,L,,
L,fold32_room1_mix0704,safe,static,1,1,v11core,residential,15073624487,fold32,siren,L,,
R,fold32_room1_mix0705,caution,walk,3,0,v11core,arterial,15073729216,fold32,,,,
L,fold32_room1_mix0706,safe,static,1,0,v11core,residential,15073833945,fold32,,,,
,fold32_room1_mix0707,na,walk,0,2,v11core,residential,15073938674,fold32,siren,R,horn,R
R,fold32_room1_mix0708,critical,walk,2,1,v11core,daily,15074043403,fold32,bike_bell,R,,
,fold32_room1_mix0709,na,walk,0,1,v11core,residential,15074148132,fold32,horn,R,,
,fold32_room1_mix0710,na,walk,0,2,v11core,residential,15074252861,fold32,horn,L,crossing,L
L,fold32_room1_mix0711,caution,static,1,1,v11core,residential,15074357590,fold32,horn,R,,
L,fold32_room1_mix0712,safe,walk,1,1,v11core,daily,15074462319,fold32,bike_bell,L,,
,fold32_room1_mix0713,na,static,0,0,v11core,residential,15074567048,fold32,,,,
L,fold32_room1_mix0714,caution,walk,2,2,v11core,residential,15074671777,fold32,bike_bell,L,crossing,L
,fold32_room1_mix0715,na,walk,0,1,v11core,residential,15074776506,fold32,backup_beep,R,,
,fold32_room1_mix0716,na,static,0,1,v11core,residential,15074881235,fold32,horn,R,,
R,fold32_room1_mix0717,caution,walk,2,0,v11core,daily,15074985964,fold32,,,,
,fold32_room1_mix0718,na,walk,0,0,v11core,residential,15075090693,fold32,,,,
,fold32_room1_mix0719,na,walk,0,0,v11core,residential,15075195422,fold32,,,,
R,fold32_room1_mix0720,caution,static,1,0,v11core,daily,15075300151,fold32,,,,
L,fold32_room1_mix0721,safe,walk,3,0,v11core,daily,15075404880,fold32,,,,
L,fold32_room1_mix0722,critical,walk,1,1,v11core,residential,15075509609,fold32,siren,R,,
L,fold32_room1_mix0723,safe,walk,1,0,v11core,residential,15075614338,fold32,,,,
,fold32_room1_mix0724,na,static,0,2,v11core,residential,15075719067,fold32,backup_beep,L,backup_beep,R
L,fold32_room1_mix0725,safe,static,3,0,v11core,daily,15075823796,fold32,,,,
L,fold32_room1_mix0726,caution,static,1,1,v11core,daily,15075928525,fold32,siren,R,,
L,fold32_room1_mix0727,critical,static,3,2,v11core,arterial,15076033254,fold32,backup_beep,R,backup_beep,L
R,fold32_room1_mix0728,caution,walk,3,1,v11core,arterial,15076137983,fold32,bike_bell,L,,
R,fold32_room1_mix0729,safe,walk,1,0,v11core,daily,15076242712,fold32,,,,
R,fold32_room1_mix0730,safe,walk,1,1,v11core,residential,15076347441,fold32,horn,L,,
R,fold32_room1_mix0731,caution,static,1,1,v11core,residential,15076452170,fold32,crossing,L,,
R,fold32_room1_mix0732,critical,walk,3,1,v11core,arterial,15076556899,fold32,bike_bell,R,,
R,fold32_room1_mix0733,safe,static,2,2,v11core,daily,15076661628,fold32,siren,R,backup_beep,R
R,fold32_room1_mix0734,safe,walk,2,1,v11core,daily,15076766357,fold32,horn,L,,
R,fold32_room1_mix0735,safe,static,1,0,v11core,daily,15076871086,fold32,,,,
R,fold32_room1_mix0736,critical,walk,1,1,v11core,daily,15076975815,fold32,horn,L,,
R,fold32_room1_mix0737,safe,static,1,1,v11core,daily,15077080544,fold32,crossing,L,,
,fold32_room1_mix0738,na,static,0,0,v11core,residential,15077185273,fold32,,,,
R,fold32_room1_mix0739,safe,walk,2,0,v11core,daily,15077290002,fold32,,,,
R,fold32_room1_mix0740,safe,static,2,0,v11core,daily,15077394731,fold32,,,,
L,fold32_room1_mix0741,safe,static,1,1,v11core,daily,15077499460,fold32,bike_bell,R,,
L,fold32_room1_mix0742,critical,walk,2,0,v11core,arterial,15077604189,fold32,,,,
R,fold32_room1_mix0743,critical,static,2,1,v11core,arterial,15077708918,fold32,crossing,L,,
L,fold32_room1_mix0744,safe,walk,1,0,v11core,arterial,15077813647,fold32,,,,
L,fold32_room1_mix0745,caution,static,2,0,v11core,daily,15077918376,fold32,,,,
,fold32_room1_mix0746,na,static,0,0,v11core,residential,15078023105,fold32,,,,
R,fold32_room1_mix0747,safe,walk,1,1,v11core,residential,15078127834,fold32,bike_bell,R,,
L,fold32_room1_mix0748,caution,static,1,0,v11core,residential,15078232563,fold32,,,,
R,fold32_room1_mix0749,critical,walk,2,0,v11core,arterial,15078337292,fold32,,,,
R,fold32_room1_mix0750,caution,walk,1,0,v11core,daily,15078442021,fold32,,,,
,fold32_room1_mix0751,na,static,0,0,v11core,residential,15078546750,fold32,,,,
L,fold32_room1_mix0752,caution,walk,3,1,v11core,arterial,15078651479,fold32,backup_beep,L,,
R,fold32_room1_mix0753,critical,walk,2,1,v11core,arterial,15078756208,fold32,horn,R,,
L,fold32_room1_mix0754,critical,walk,1,1,v11core,daily,15078860937,fold32,backup_beep,R,,
L,fold32_room1_mix0755,critical,walk,2,0,v11core,daily,15078965666,fold32,,,,
R,fold32_room1_mix0756,safe,static,2,1,v11core,daily,15079070395,fold32,horn,L,,
L,fold32_room1_mix0757,safe,walk,1,1,v11core,daily,15079175124,fold32,bike_bell,L,,
R,fold32_room1_mix0758,safe,walk,2,2,v11core,daily,15079279853,fold32,horn,L,crossing,R
L,fold32_room1_mix0759,caution,static,1,0,v11core,residential,15079384582,fold32,,,,
,fold32_room1_mix0760,na,walk,0,1,v11core,daily,15079489311,fold32,backup_beep,R,,
L,fold32_room1_mix0761,safe,static,1,0,v11core,residential,15079594040,fold32,,,,
R,fold32_room1_mix0762,critical,walk,1,1,v11core,daily,15079698769,fold32,bike_bell,R,,
L,fold32_room1_mix0763,caution,static,1,1,v11core,daily,15079803498,fold32,horn,L,,
R,fold32_room1_mix0764,safe,walk,1,1,v11core,arterial,15079908227,fold32,bike_bell,R,,
R,fold32_room1_mix0765,critical,static,1,1,v11core,residential,15080012956,fold32,bike_bell,L,,
R,fold32_room1_mix0766,safe,static,1,1,v11core,daily,15080117685,fold32,horn,R,,
R,fold32_room1_mix0767,caution,walk,2,0,v11core,daily,15080222414,fold32,,,,
R,fold32_room1_mix0768,critical,static,1,1,v11core,residential,15080327143,fold32,crossing,L,,
R,fold32_room1_mix0769,caution,walk,2,1,v11core,daily,15080431872,fold32,bike_bell,L,,
L,fold32_room1_mix0770,critical,static,2,0,v11core,daily,15080536601,fold32,,,,
R,fold32_room1_mix0771,safe,static,1,0,v11core,residential,15080641330,fold32,,,,
R,fold32_room1_mix0772,caution,walk,1,2,v11core,residential,15080746059,fold32,horn,L,bike_bell,L
L,fold32_room1_mix0773,critical,walk,1,2,v11core,daily,15080850788,fold32,backup_beep,L,backup_beep,R
L,fold32_room1_mix0774,critical,static,2,0,v11core,daily,15080955517,fold32,,,,
R,fold32_room1_mix0775,safe,walk,2,1,v11core,arterial,15081060246,fold32,bike_bell,R,,
L,fold32_room1_mix0776,safe,walk,2,0,v11core,arterial,15081164975,fold32,,,,
L,fold32_room1_mix0777,caution,static,1,0,v11core,daily,15081269704,fold32,,,,
R,fold32_room1_mix0778,critical,static,1,0,v11core,daily,15081374433,fold32,,,,
R,fold32_room1_mix0779,critical,static,1,1,v11core,daily,15081479162,fold32,bike_bell,R,,
L,fold32_room1_mix0780,critical,static,1,1,v11core,daily,15081583891,fold32,crossing,L,,
R,fold32_room1_mix0781,safe,static,1,1,v11core,arterial,15081688620,fold32,crossing,R,,
L,fold32_room1_mix0782,safe,static,2,1,v11core,daily,15081793349,fold32,siren,L,,
,fold32_room1_mix0783,na,walk,0,0,v11core,residential,15081898078,fold32,,,,
L,fold32_room1_mix0784,critical,static,1,0,v11core,residential,15082002807,fold32,,,,
R,fold32_room1_mix0785,safe,walk,1,0,v11core,daily,15082107536,fold32,,,,
R,fold32_room1_mix0786,critical,walk,1,0,v11core,arterial,15082212265,fold32,,,,
R,fold32_room1_mix0787,critical,static,1,1,v11core,daily,15082316994,fold32,siren,L,,
R,fold32_room1_mix0788,critical,walk,3,2,v11core,arterial,15082421723,fold32,backup_beep,R,crossing,R
,fold32_room1_mix0789,na,static,0,1,v11core,residential,15082526452,fold32,horn,L,,
R,fold32_room1_mix0790,caution,walk,1,0,v11core,residential,15082631181,fold32,,,,
R,fold32_room1_mix0791,safe,walk,2,1,v11core,daily,15082735910,fold32,siren,L,,
L,fold32_room1_mix0792,critical,walk,1,1,v11core,residential,15082840639,fold32,crossing,R,,
L,fold32_room1_mix0793,critical,walk,1,2,v11core,daily,15082945368,fold32,siren,L,backup_beep,L
R,fold32_room1_mix0794,safe,walk,3,0,v11core,daily,15083050097,fold32,,,,
R,fold32_room1_mix0795,caution,walk,1,0,v11core,residential,15083154826,fold32,,,,
L,fold32_room1_mix0796,caution,walk,2,0,v11core,arterial,15083259555,fold32,,,,
L,fold32_room1_mix0797,caution,static,1,0,v11core,residential,15083364284,fold32,,,,
L,fold32_room1_mix0798,safe,static,1,1,v11core,residential,15083469013,fold32,bike_bell,L,,
L,fold32_room1_mix0799,critical,static,1,2,v11core,daily,15083573742,fold32,siren,R,bike_bell,L
L,fold32_room1_mix0800,caution,walk,3,1,v11core,daily,15083678471,fold32,horn,L,,
R,fold32_room1_mix0801,safe,walk,1,0,v11core,arterial,15083783200,fold32,,,,
L,fold32_room1_mix0802,safe,static,3,1,v11core,arterial,15083887929,fold32,horn,R,,
L,fold32_room1_mix0803,caution,walk,1,2,v11core,daily,15083992658,fold32,siren,L,bike_bell,L
R,fold32_room1_mix0804,critical,walk,1,1,v11core,residential,15084097387,fold32,horn,R,,
L,fold32_room1_mix0805,safe,static,1,1,v11core,residential,15084202116,fold32,crossing,R,,
R,fold32_room1_mix0806,caution,static,1,1,v11core,residential,15084306845,fold32,crossing,L,,
L,fold32_room1_mix0807,critical,static,2,1,v11core,daily,15084411574,fold32,backup_beep,L,,
,fold32_room1_mix0808,na,walk,0,0,v11core,residential,15084516303,fold32,,,,
L,fold32_room1_mix0809,critical,walk,1,0,v11core,residential,15084621032,fold32,,,,
R,fold32_room1_mix0810,safe,walk,1,0,v11core,daily,15084725761,fold32,,,,
L,fold32_room1_mix0811,safe,walk,2,1,v11core,daily,15084830490,fold32,siren,R,,
L,fold32_room1_mix0812,caution,walk,3,1,v11core,arterial,15084935219,fold32,crossing,L,,
L,fold32_room1_mix0813,critical,static,2,1,v11core,daily,15085039948,fold32,bike_bell,R,,
L,fold32_room1_mix0814,caution,static,1,1,v11core,daily,15085144677,fold32,crossing,R,,
L,fold32_room1_mix0815,critical,static,1,0,v11core,daily,15085249406,fold32,,,,
R,fold32_room1_mix0816,caution,walk,1,2,v11core,daily,15085354135,fold32,bike_bell,L,bike_bell,R
R,fold32_room1_mix0817,critical,static,1,1,v11core,residential,15085458864,fold32,crossing,R,,
,fold32_room1_mix0818,na,walk,0,0,v11core,residential,15085563593,fold32,,,,
R,fold32_room1_mix0819,critical,walk,1,1,v11core,daily,15085668322,fold32,backup_beep,R,,
L,fold32_room1_mix0820,caution,walk,2,1,v11core,arterial,15085773051,fold32,bike_bell,R,,
R,fold32_room1_mix0821,safe,static,3,1,v11core,arterial,15085877780,fold32,horn,L,,
L,fold32_room1_mix0822,critical,walk,2,2,v11core,daily,15085982509,fold32,siren,R,horn,R
R,fold32_room1_mix0823,caution,walk,1,1,v11core,residential,15086087238,fold32,backup_beep,R,,
R,fold32_room1_mix0824,caution,walk,3,2,v11core,daily,15086191967,fold32,backup_beep,R,bike_bell,L
R,fold32_room1_mix0825,critical,static,1,0,v11core,residential,15086296696,fold32,,,,
R,fold32_room1_mix0826,critical,walk,1,0,v11core,daily,15086401425,fold32,,,,
R,fold32_room1_mix0827,critical,walk,2,0,v11core,daily,15086506154,fold32,,,,
,fold32_room1_mix0828,na,static,0,1,v11core,residential,15086610883,fold32,crossing,R,,
L,fold32_room1_mix0829,safe,walk,1,0,v11core,residential,15086715612,fold32,,,,
R,fold32_room1_mix0830,safe,walk,3,2,v11core,arterial,15086820341,fold32,backup_beep,L,bike_bell,R
R,fold32_room1_mix0831,critical,static,3,0,v11core,arterial,15086925070,fold32,,,,
L,fold32_room1_mix0832,caution,walk,1,2,v11core,daily,15087029799,fold32,siren,R,siren,L
L,fold32_room1_mix0833,safe,walk,1,0,v11core,daily,15087134528,fold32,,,,
R,fold32_room1_mix0834,safe,static,2,1,v11core,arterial,15087239257,fold32,crossing,R,,
L,fold32_room1_mix0835,caution,walk,2,2,v11core,arterial,15087343986,fold32,siren,L,horn,L
R,fold32_room1_mix0836,critical,walk,1,0,v11core,arterial,15087448715,fold32,,,,
,fold32_room1_mix0837,na,walk,0,0,v11core,daily,15087553444,fold32,,,,
R,fold32_room1_mix0838,safe,walk,1,2,v11core,daily,15087658173,fold32,siren,R,bike_bell,R
R,fold32_room1_mix0839,safe,static,3,2,v11core,arterial,15087762902,fold32,backup_beep,L,crossing,L
,fold32_room1_mix0840,na,static,0,0,v11core,residential,15087867631,fold32,,,,
,fold32_room1_mix0841,na,walk,0,0,v11core,residential,15087972360,fold32,,,,
R,fold32_room1_mix0842,critical,static,1,1,v11core,residential,15088077089,fold32,siren,L,,
,fold32_room1_mix0843,na,static,0,0,v11core,residential,15088181818,fold32,,,,
R,fold32_room1_mix0844,caution,static,1,0,v11core,residential,15088286547,fold32,,,,
L,fold32_room1_mix0845,safe,walk,2,2,v11core,arterial,15088391276,fold32,siren,R,bike_bell,L
R,fold32_room1_mix0846,safe,static,1,0,v11core,residential,15088496005,fold32,,,,
L,fold32_room1_mix0847,caution,walk,1,0,v11core,daily,15088600734,fold32,,,,
R,fold32_room1_mix0848,caution,walk,2,0,v11core,daily,15088705463,fold32,,,,
R,fold32_room1_mix0849,critical,static,1,0,v11core,residential,15088810192,fold32,,,,
L,fold32_room1_mix0850,critical,static,1,0,v11core,daily,15088914921,fold32,,,,
L,fold32_room1_mix0851,caution,static,1,1,v11core,arterial,15089019650,fold32,horn,L,,
R,fold32_room1_mix0852,critical,walk,1,0,v11core,residential,15089124379,fold32,,,,
L,fold32_room1_mix0853,critical,walk,3,2,v11core,arterial,15089229108,fold32,horn,L,crossing,L
L,fold32_room1_mix0854,critical,static,1,1,v11core,arterial,15089333837,fold32,horn,L,,
L,fold32_room1_mix0855,safe,static,1,2,v11core,residential,15089438566,fold32,horn,L,crossing,R
R,fold32_room1_mix0856,safe,walk,1,0,v11core,residential,15089543295,fold32,,,,
R,fold32_room1_mix0857,safe,static,2,1,v11core,residential,15089648024,fold32,siren,L,,
,fold32_room1_mix0858,na,static,0,1,v11core,residential,15089752753,fold32,horn,R,,
L,fold32_room1_mix0859,safe,static,1,1,v11core,daily,15089857482,fold32,horn,L,,
R,fold32_room1_mix0860,caution,walk,1,2,v11core,residential,15089962211,fold32,backup_beep,L,crossing,R
R,fold32_room1_mix0861,safe,walk,2,0,v11core,residential,15090066940,fold32,,,,
R,fold32_room1_mix0862,critical,walk,2,0,v11core,residential,15090171669,fold32,,,,
L,fold32_room1_mix0863,critical,static,2,1,v11core,residential,15090276398,fold32,backup_beep,R,,
L,fold32_room1_mix0864,caution,static,1,1,v11core,daily,15090381127,fold32,siren,R,,
,fold32_room1_mix0865,na,walk,0,1,v11core,residential,15090485856,fold32,bike_bell,L,,
L,fold32_room1_mix0866,caution,static,1,0,v11core,daily,15090590585,fold32,,,,
L,fold32_room1_mix0867,safe,walk,2,0,v11core,daily,15090695314,fold32,,,,
L,fold32_room1_mix0868,critical,static,1,0,v11core,daily,15090800043,fold32,,,,
L,fold32_room1_mix0869,safe,static,3,0,v11core,arterial,15090904772,fold32,,,,
R,fold32_room1_mix0870,caution,static,2,0,v11core,arterial,15091009501,fold32,,,,
R,fold32_room1_mix0871,critical,static,1,2,v11core,daily,15091114230,fold32,bike_bell,L,bike_bell,R
R,fold32_room1_mix0872,caution,static,2,1,v11core,daily,15091218959,fold32,crossing,R,,
R,fold32_room1_mix0873,caution,walk,1,1,v11core,daily,15091323688,fold32,siren,L,,
R,fold32_room1_mix0874,critical,walk,2,0,v11core,daily,15091428417,fold32,,,,
L,fold32_room1_mix0875,caution,static,1,1,v11core,residential,15091533146,fold32,bike_bell,L,,
,fold32_room1_mix0876,na,walk,0,2,v11core,residential,15091637875,fold32,siren,L,backup_beep,L
R,fold32_room1_mix0877,safe,walk,1,1,v11core,daily,15091742604,fold32,siren,L,,
R,fold32_room1_mix0878,caution,walk,1,1,v11core,daily,15091847333,fold32,horn,R,,
R,fold32_room1_mix0879,safe,static,1,0,v11core,daily,15091952062,fold32,,,,
,fold32_room1_mix0880,na,walk,0,0,v11core,residential,15092056791,fold32,,,,
L,fold32_room1_mix0881,caution,walk,1,0,v11core,daily,15092161520,fold32,,,,
R,fold32_room1_mix0882,critical,walk,2,0,v11core,daily,15092266249,fold32,,,,
,fold32_room1_mix0883,na,static,0,1,v11core,residential,15092370978,fold32,siren,L,,
L,fold32_room1_mix0884,critical,static,2,0,v11core,arterial,15092475707,fold32,,,,
,fold32_room1_mix0885,na,walk,0,1,v11core,residential,15092580436,fold32,backup_beep,L,,
L,fold32_room1_mix0886,safe,walk,1,1,v11core,residential,15092685165,fold32,bike_bell,L,,
L,fold32_room1_mix0887,caution,static,2,1,v11core,daily,15092789894,fold32,crossing,R,,
L,fold32_room1_mix0888,critical,static,1,1,v11core,daily,15092894623,fold32,bike_bell,R,,
R,fold32_room1_mix0889,safe,static,1,1,v11core,daily,15092999352,fold32,crossing,L,,
,fold32_room1_mix0890,na,walk,0,0,v11core,residential,15093104081,fold32,,,,
,fold32_room1_mix0891,na,static,0,0,v11core,residential,15093208810,fold32,,,,
L,fold32_room1_mix0892,caution,walk,1,1,v11core,arterial,15093313539,fold32,bike_bell,R,,
R,fold32_room1_mix0893,critical,static,2,0,v11core,daily,15093418268,fold32,,,,
R,fold32_room1_mix0894,critical,static,2,0,v11core,arterial,15093522997,fold32,,,,
L,fold32_room1_mix0895,critical,walk,1,0,v11core,daily,15093627726,fold32,,,,
L,fold32_room1_mix0896,caution,static,2,1,v11core,residential,15093732455,fold32,crossing,R,,
,fold32_room1_mix0897,na,static,0,1,v11core,residential,15093837184,fold32,backup_beep,R,,
R,fold32_room1_mix0898,critical,walk,1,1,v11core,daily,15093941913,fold32,siren,R,,
