car_side,clip_id,danger_tier,motion,n_car,n_warnings,scenario,scene_type,seed,split,w1_class,w1_side,w2_class,w2_side
L,fold31_room1_mix0599,safe,walk,1,0,v11core,residential,14062627942,fold31,,,,
L,fold31_room1_mix0600,critical,walk,3,0,v11core,daily,14062732671,fold31,,,,
R,fold31_room1_mix0601,safe,static,1,0,v11core,residential,14062837400,fold31,,,,
R,fold31_room1_mix0602,safe,static,1,2,v11core,daily,14062942129,fold31,bike_bell,R,bike_bell,L
R,fold31_room1_mix0603,safe,static,2,0,v11core,daily,14063046858,fold31,,,,
R,fold31_room1_mix0604,safe,walk,1,1,v11core,residential,14063151587,fold31,horn,R,,
L,fold31_room1_mix0605,safe,static,2,1,v11core,daily,14063256316,fold31,crossing,L,,
L,fold31_room1_mix0606,caution,static,1,0,v11core,daily,14063361045,fold31,,,,
L,fold31_room1_mix0607,caution,static,2,0,v11core,residential,14063465774,fold31,,,,
R,fold31_room1_mix0608,caution,static,1,1,v11core,daily,14063570503,fold31,horn,R,,
L,fold31_room1_mix0609,caution,walk,1,1,v11core,arterial,14063675232,fold31,horn,R,,
L,fold31_room1_mix0610,critical,static,1,1,v11core,residential,14063779961,fold31,backup_beep,L,,
,fold31_room1_mix0611,na,walk,0,0,v11core,residential,14063884690,fold31,,,,
R,fold31_room1_mix0612,safe,static,1,1,v11core,residential,14063989419,fold31,horn,L,,
L,fold31_room1_mix0613,critical,walk,1,1,v11core,arterial,14064094148,fold31,horn,L,,
L,fold31_room1_mix0614,caution,static,2,0,v11core,arterial,14064198877,fold31,,,,
R,fold31_room1_mix0615,safe,static,1,2,v11core,residential,14064303606,fold31,backup_beep,R,bike_bell,R
R,fold31_room1_mix0616,critical,static,1,0,v11core,daily,14064408335,fold31,,,,
L,fold31_room1_mix0617,critical,static,1,0,v11core,residential,14064513064,fold31,,,,
,fold31_room1_mix0618,na,walk,0,2,v11core,daily,14064617793,fold31,siren,L,siren,R
R,fold31_room1_mix0619,caution,walk,1,0,v11core,residential,14064722522,fold31,,,,
L,fold31_room1_mix0620,caution,static,1,0,v11core,daily,14064827251,fold31,,,,
R,fold31_room1_mix0621,caution,static,1,0,v11core,residential,14064931980,fold31,,,,
R,fold31_room1_mix0622,caution,walk,2,1,v11core,daily,14065036709,fold31,crossing,L,,
R,fold31_room1_mix0623,safe,static,1,0,v11core,residential,14065141438,fold31,,,,
L,fold31_room1_mix0624,critical,walk,1,0,v11core,residential,14065246167,fold31,,,,
L,fold31_room1_mix0625,caution,static,2,1,v11core,daily,14065350896,fold31,siren,R,,
L,fold31_room1_mix0626,caution,walk,1,0,v11core,residential,14065455625,fold31,,,,
R,fold31_room1_mix0627,critical,static,2,0,v11core,daily,14065560354,fold31,,,,
R,fold31_room1_mix0628,critical,static,2,0,v11core,daily,14065665083,fold31,,,,
L,fold31_room1_mix0629,critical,walk,1,1,v11core,residential,14065769812,fold31,horn,L,,
R,fold31_room1_mix0630,critical,static,3,2,v11core,daily,14065874541,fold31,backup_beep,R,bike_bell,L
R,fold31_room1_mix0631,caution,static,1,1,v11core,arterial,14065979270,fold31,bike_bell,R,,
,fold31_room1_mix0632,na,walk,0,1,v11core,residential,14066083999,fold31,horn,R,,
L,fold31_room1_mix0633,caution,static,1,1,v11core,residential,14066188728,fold31,crossing,R,,
,fold31_room1_mix0634,na,static,0,1,v11core,residential,14066293457,fold31,backup_beep,R,,
L,fold31_room1_mix0635,critical,walk,3,1,v11core,daily,14066398186,fold31,horn,R,,
L,fold31_room1_mix0636,safe,walk,2,1,v11core,residential,14066502915,fold31,crossing,L,,
L,fold31_room1_mix0637,critical,walk,1,0,v11core,arterial,14066607644,fold31,,,,
L,fold31_room1_mix0638,caution,walk,3,2,v11core,arterial,14066712373,fold31,siren,L,siren,R
,fold31_room1_mix0639,na,static,0,0,v11core,daily,14066817102,fold31,,,,
R,fold31_room1_mix0640,critical,walk,1,0,v11core,residential,14066921831,fold31,,,,
R,fold31_room1_mix0641,safe,walk,3,1,v11core,daily,14067026560,fold31,siren,R,,
L,fold31_room1_mix0642,caution,static,1,0,v11core,daily,14067131289,fold31,,,,
L,fold31_room1_mix0643,critical,static,2,1,v11core,arterial,14067236018,fold31,bike_bell,R,,
,fold31_room1_mix0644,na,static,0,1,v11core,residential,14067340747,fold31,crossing,L,,
L,fold31_room1_mix0645,safe,walk,3,1,v11core,arterial,14067445476,fold31,siren,R,,
L,fold31_room1_mix0646,safe,static,1,0,v11core,residential,14067550205,fold31,,,,
,fold31_room1_mix0647,na,static,0,2,v11core,residential,14067654934,fold31,siren,R,crossing,L
L,fold31_room1_mix0648,caution,static,1,1,v11core,residential,14067759663,fold31,crossing,L,,
R,fold31_room1_mix0649,safe,static,1,1,v11core,residential,14067864392,fold31,horn,L,,
R,fold31_room1_mix0650,safe,static,2,2,v11core,arterial,14067969121,fold31,horn,L,backup_beep,L
L,fold31_room1_mix0651,critical,static,1,2,v11core,residential,14068073850,fold31,horn,L,backup_beep,L
R,fold31_room1_mix0652,critical,walk,2,0,v11core,arterial,14068178579,fold31,,,,
L,fold31_room1_mix0653,critical,static,2,0,v11core,arterial,14068283308,fold31,,,,
L,fold31_room1_mix0654,critical,walk,1,0,v11core,residential,14068388037,fold31,,,,
L,fold31_room1_mix0655,safe,walk,1,2,v11core,daily,14068492766,fold31,siren,R,horn,L
L,fold31_room1_mix0656,safe,walk,3,0,v11core,daily,14068597495,fold31,,,,
L,fold31_room1_mix0657,safe,walk,1,0,v11core,residential,14068702224,fold31,,,,
L,fold31_room1_mix0658,caution,walk,1,2,v11core,daily,14068806953,fold31,backup_beep,L,bike_bell,L
L,fold31_room1_mix0659,critical,static,1,0,v11core,residential,14068911682,fold31,,,,
L,fold31_room1_mix0660,caution,static,2,1,v11core,daily,14069016411,fold31,bike_bell,L,,
,fold31_room1_mix0661,na,static,0,0,v11core,residential,14069121140,fold31,,,,
,fold31_room1_mix0662,na,walk,0,1,v11core,residential,14069225869,fold31,crossing,L,,
,fold31_room1_mix0663,na,walk,0,0,v11core,residential,14069330598,fold31,,,,
L,fold31_room1_mix0664,safe,walk,1,1,v11core,residential,14069435327,fold31,horn,R,,
L,fold31_room1_mix0665,caution,walk,1,0,v11core,residential,14069540056,fold31,,,,
R,fold31_room1_mix0666,safe,static,1,2,v11core,residential,14069644785,fold31,siren,R,bike_bell,R
L,fold31_room1_mix0667,caution,walk,1,1,v11core,residential,14069749514,fold31,crossing,L,,
L,fold31_room1_mix0668,caution,walk,1,0,v11core,residential,14069854243,fold31,,,,
L,fold31_room1_mix0669,safe,static,1,0,v11core,residential,14069958972,fold31,,,,
L,fold31_room1_mix0670,critical,static,1,1,v11core,residential,14070063701,fold31,horn,R,,
,fold31_room1_mix0671,na,static,0,0,v11core,daily,14070168430,fold31,,,,
L,fold31_room1_mix0672,critical,static,1,1,v11core,daily,14070273159,fold31,backup_beep,L,,
R,fold31_room1_mix0673,safe,walk,3,1,v11core,arterial,14070377888,fold31,crossing,R,,
L,fold31_room1_mix0674,safe,static,3,1,v11core,arterial,14070482617,fold31,bike_bell,L,,
,fold31_room1_mix0675,na,static,0,0,v11core,daily,14070587346,fold31,,,,
R,fold31_room1_mix0676,critical,static,1,0,v11core,daily,14070692075,fold31,,,,
L,fold31_room1_mix0677,safe,static,2,0,v11core,residential,14070796804,fold31,,,,
L,fold31_room1_mix0678,critical,static,1,2,v11core,residential,14070901533,fold31,siren,L,siren,R
,fold31_room1_mix0679,na,static,0,0,v11core,residential,14071006262,fold31,,,,
R,fold31_room1_mix0680,safe,walk,1,1,v11core,arterial,14071110991,fold31,siren,R,,
L,fold31_room1_mix0681,caution,walk,1,0,v11core,daily,14071215720,fold31,,,,
R,fold31_room1_mix0682,safe,static,2,0,v11core,residential,14071320449,fold31,,,,
,fold31_room1_mix0683,na,walk,0,1,v11core,residential,14071425178,fold31,bike_bell,R,,
R,fold31_room1_mix0684,safe,walk,1,0,v11core,arterial,14071529907,fold31,,,,
L,fold31_room1_mix0685,caution,walk,1,0,v11core,daily,14071634636,fold31,,,,
L,fold31_room1_mix0686,safe,walk,1,2,v11core,daily,14071739365,fold31,siren,L,backup_beep,L
L,fold31_room1_mix0687,safe,walk,1,1,v11core,residential,14071844094,fold31,crossing,L,,
L,fold31_room1_mix0688,caution,static,1,1,v11core,daily,14071948823,fold31,horn,L,,
L,fold31_room1_mix0689,safe,walk,1,0,v11core,daily,14072053552,fold31,,,,
R,fold31_room1_mix0690,caution,static,2,1,v11core,daily,14072158281,fold31,backup_beep,L,,
,fold31_room1_mix0691,na,static,0,0,v11core,daily,14072263010,fold31,,,,
R,fold31_room1_mix0692,critical,walk,1,2,v11core,daily,14072367739,fold31,bike_bell,R,bike_bell,L
R,fold31_room1_mix0693,critical,walk,2,0,v11core,daily,14072472468,fold31,,,,
L,fold31_room1_mix0694,critical,walk,1,0,v11core,daily,14072577197,fold31,,,,
R,fold31_room1_mix0695,caution,walk,1,0,v11core,daily,14072681926,fold31,,,,
L,fold31_room1_mix0696,safe,static,3,0,v11core,daily,14072786655,fold31,,,,
L,fold31_room1_mix0697,critical,static,1,1,v11core,daily,14072891384,fold31,siren,R,,
,fold31_room1_mix0698,na,walk,0,0,v11core,residential,14072996113,fold31,,,,
L,fold31_room1_mix0699,critical,static,1,0,v11core,daily,14073100842,fold31,,,,
R,fold31_room1_mix0700,critical,walk,1,0,v11core,residential,14073205571,fold31,,,,
R,fold31_room1_mix0701,critical,static,1,1,v11core,daily,14073310300,fold31,backup_beep,L,,
L,fold31_room1_mix0702,safe,walk,3,0,v11core,arterial,14073415029,fold31,,,,
R,fold31_room1_mix0703,caution,walk,1,1,v11core,arterial,14073519758,fold31,crossing,L,,
L,fold31_room1_mix0704,safe,static,1,1,v11core,residential,14073624487,fold31,siren,L,,
R,fold31_room1_mix0705,caution,walk,3,0,v11core,arterial,14073729216,fold31,,,,
L,fold31_room1_mix0706,safe,static,1,0,v11core,residential,14073833945,fold31,,,,
,fold31_room1_mix0707,na,walk,0,2,v11core,residential,14073938674,fold31,siren,R,horn,R
R,fold31_room1_mix0708,critical,walk,2,1,v11core,daily,14074043403,fold31,bike_bell,R,,
,fold31_room1_mix0709,na,walk,0,1,v11core,residential,14074148132,fold31,horn,R,,
,fold31_room1_mix0710,na,walk,0,2,v11core,residential,14074252861,fold31,horn,L,crossing,L
L,fold31_room1_mix0711,caution,static,1,1,v11core,residential,14074357590,fold31,horn,R,,
L,fold31_room1_mix0712,safe,walk,1,1,v11core,daily,14074462319,fold31,bike_bell,L,,
,fold31_room1_mix0713,na,static,0,0,v11core,residential,14074567048,fold31,,,,
L,fold31_room1_mix0714,caution,walk,2,2,v11core,residential,14074671777,fold31,bike_bell,L,crossing,L
,fold31_room1_mix0715,na,walk,0,1,v11core,residential,14074776506,fold31,backup_beep,R,,
,fold31_room1_mix0716,na,static,0,1,v11core,residential,14074881235,fold31,horn,R,,
R,fold31_room1_mix0717,caution,walk,2,0,v11core,daily,14074985964,fold31,,,,
,fold31_room1_mix0718,na,walk,0,0,v11core,residential,14075090693,fold31,,,,
,fold31_room1_mix0719,na,walk,0,0,v11core,residential,14075195422,fold31,,,,
R,fold31_room1_mix0720,caution,static,1,0,v11core,daily,14075300151,fold31,,,,
L,fold31_room1_mix0721,safe,walk,3,0,v11core,daily,14075404880,fold31,,,,
L,fold31_room1_mix0722,critical,walk,1,1,v11core,residential,14075509609,fold31,siren,R,,
L,fold31_room1_mix0723,safe,walk,1,0,v11core,residential,14075614338,fold31,,,,
,fold31_room1_mix0724,na,static,0,2,v11core,residential,14075719067,fold31,backup_beep,L,backup_beep,R
L,fold31_room1_mix0725,safe,static,3,0,v11core,daily,14075823796,fold31,,,,
L,fold31_room1_mix0726,caution,static,1,1,v11core,daily,14075928525,fold31,siren,R,,
L,fold31_room1_mix0727,critical,static,3,2,v11core,arterial,14076033254,fold31,backup_beep,R,backup_beep,L
R,fold31_room1_mix0728,caution,walk,3,1,v11core,arterial,14076137983,fold31,bike_bell,L,,
R,fold31_room1_mix0729,safe,walk,1,0,v11core,daily,14076242712,fold31,,,,
R,fold31_room1_mix0730,safe,walk,1,1,v11core,residential,14076347441,fold31,horn,L,,
R,fold31_room1_mix0731,caution,static,1,1,v11core,residential,14076452170,fold31,crossing,L,,
R,fold31_room1_mix0732,critical,walk,3,1,v11core,arterial,14076556899,fold31,bike_bell,R,,
R,fold31_room1_mix0733,safe,static,2,2,v11core,daily,14076661628,fold31,siren,R,backup_beep,R
R,fold31_room1_mix0734,safe,walk,2,1,v11core,daily,14076766357,fold31,horn,L,,
R,fold31_room1_mix0735,safe,static,1,0,v11core,daily,14076871086,fold31,,,,
R,fold31_room1_mix0736,critical,walk,1,1,v11core,daily,14076975815,fold31,horn,L,,
R,fold31_room1_mix0737,safe,static,1,1,v11core,daily,14077080544,fold31,crossing,L,,
,fold31_room1_mix0738,na,static,0,0,v11core,residential,14077185273,fold31,,,,
R,fold31_room1_mix0739,safe,walk,2,0,v11core,daily,14077290002,fold31,,,,
R,fold31_room1_mix0740,safe,static,2,0,v11core,daily,14077394731,fold31,,,,
L,fold31_room1_mix0741,safe,static,1,1,v11core,daily,14077499460,fold31,bike_bell,R,,
L,fold31_room1_mix0742,critical,walk,2,0,v11core,arterial,14077604189,fold31,,,,
R,fold31_room1_mix0743,critical,static,2,1,v11core,arterial,14077708918,fold31,crossing,L,,
L,fold31_room1_mix0744,safe,walk,1,0,v11core,arterial,14077813647,fold31,,,,
L,fold31_room1_mix0745,caution,static,2,0,v11core,daily,14077918376,fold31,,,,
,fold31_room1_mix0746,na,static,0,0,v11core,residential,14078023105,fold31,,,,
R,fold31_room1_mix0747,safe,walk,1,1,v11core,residential,14078127834,fold31,bike_bell,R,,
L,fold31_room1_mix0748,caution,static,1,0,v11core,residential,14078232563,fold31,,,,
R,fold31_room1_mix0749,critical,walk,2,0,v11core,arterial,14078337292,fold31,,,,
R,fold31_room1_mix0750,caution,walk,1,0,v11core,daily,14078442021,fold31,,,,
,fold31_room1_mix0751,na,static,0,0,v11core,residential,14078546750,fold31,,,,
L,fold31_room1_mix0752,caution,walk,3,1,v11core,arterial,14078651479,fold31,backup_beep,L,,
R,fold31_room1_mix0753,critical,walk,2,1,v11core,arterial,14078756208,fold31,horn,R,,
L,fold31_room1_mix0754,critical,walk,1,1,v11core,daily,14078860937,fold31,backup_beep,R,,
L,fold31_room1_mix0755,critical,walk,2,0,v11core,daily,14078965666,fold31,,,,
R,fold31_room1_mix0756,safe,static,2,1,v11core,daily,14079070395,fold31,horn,L,,
L,fold31_room1_mix0757,safe,walk,1,1,v11core,daily,14079175124,fold31,bike_bell,L,,
R,fold31_room1_mix0758,safe,walk,2,2,v11core,daily,14079279853,fold31,horn,L,crossing,R
L,fold31_room1_mix0759,caution,static,1,0,v11core,residential,14079384582,fold31,,,,
,fold31_room1_mix0760,na,walk,0,1,v11core,daily,14079489311,fold31,backup_beep,R,,
L,fold31_room1_mix0761,safe,static,1,0,v11core,residential,14079594040,fold31,,,,
R,fold31_room1_mix0762,critical,walk,1,1,v11core,daily,14079698769,fold31,bike_bell,R,,
L,fold31_room1_mix0763,caution,static,1,1,v11core,daily,14079803498,fold31,horn,L,,
R,fold31_room1_mix0764,safe,walk,1,1,v11core,arterial,14079908227,fold31,bike_bell,R,,
R,fold31_room1_mix0765,critical,static,1,1,v11core,residential,14080012956,fold31,bike_bell,L,,
R,fold31_room1_mix0766,safe,static,1,1,v11core,daily,14080117685,fold31,horn,R,,
R,fold31_room1_mix0767,caution,walk,2,0,v11core,daily,14080222414,fold31,,,,
R,fold31_room1_mix0768,critical,static,1,1,v11core,residential,14080327143,fold31,crossing,L,,
R,fold31_room1_mix0769,caution,walk,2,1,v11core,daily,14080431872,fold31,bike_bell,L,,
L,fold31_room1_mix0770,critical,static,2,0,v11core,daily,14080536601,fold31,,,,
R,fold31_room1_mix0771,safe,static,1,0,v11core,residential,14080641330,fold31,,,,
R,fold31_room1_mix0772,caution,walk,1,2,v11core,residential,14080746059,fold31,horn,L,bike_bell,L
L,fold31_room1_mix0773,critical,walk,1,2,v11core,daily,14080850788,fold31,backup_beep,L,backup_beep,R
L,fold31_room1_mix0774,critical,static,2,0,v11core,daily,14080955517,fold31,,,,
R,fold31_room1_mix0775,safe,walk,2,1,v11core,arterial,14081060246,fold31,bike_bell,R,,
L,fold31_room1_mix0776,safe,walk,2,0,v11core,arterial,14081164975,fold31,,,,
L,fold31_room1_mix0777,caution,static,1,0,v11core,daily,14081269704,fold31,,,,
R,fold31_room1_mix0778,critical,static,1,0,v11core,daily,14081374433,fold31,,,,
R,fold31_room1_mix0779,critical,static,1,1,v11core,daily,14081479162,fold31,bike_bell,R,,
L,fold31_room1_mix0780,critical,static,1,1,v11core,daily,14081583891,fold31,crossing,L,,
R,fold31_room1_mix0781,safe,static,1,1,v11core,arterial,14081688620,fold31,crossing,R,,
L,fold31_room1_mix0782,safe,static,2,1,v11core,daily,14081793349,fold31,siren,L,,
,fold31_room1_mix0783,na,walk,0,0,v11core,residential,14081898078,fold31,,,,
L,fold31_room1_mix0784,critical,static,1,0,v11core,residential,14082002807,fold31,,,,
R,fold31_room1_mix0785,safe,walk,1,0,v11core,daily,14082107536,fold31,,,,
R,fold31_room1_mix0786,critical,walk,1,0,v11core,arterial,14082212265,fold31,,,,
R,fold31_room1_mix0787,critical,static,1,1,v11core,daily,14082316994,fold31,siren,L,,
R,fold31_room1_mix0788,critical,walk,3,2,v11core,arterial,14082421723,fold31,backup_beep,R,crossing,R
,fold31_room1_mix0789,na,static,0,1,v11core,residential,14082526452,fold31,horn,L,,
R,fold31_room1_mix0790,caution,walk,1,0,v11core,residential,14082631181,fold31,,,,
R,fold31_room1_mix0791,safe,walk,2,1,v11core,daily,14082735910,fold31,siren,L,,
L,fold31_room1_mix0792,critical,walk,1,1,v11core,residential,14082840639,fold31,crossing,R,,
L,fold31_room1_mix0793,critical,walk,1,2,v11core,daily,14082945368,fold31,siren,L,backup_beep,L
R,fold31_room1_mix0794,safe,walk,3,0,v11core,daily,14083050097,fold31,,,,
R,fold31_room1_mix0795,caution,walk,1,0,v11core,residential,14083154826,fold31,,,,
L,fold31_room1_mix0796,caution,walk,2,0,v11core,arterial,14083259555,fold31,,,,
L,fold31_room1_mix0797,caution,static,1,0,v11core,residential,14083364284,fold31,,,,
L,fold31_room1_mix0798,safe,static,1,1,v11core,residential,14083469013,fold31,bike_bell,L,,
L,fold31_room1_mix0799,critical,static,1,2,v11core,daily,14083573742,fold31,siren,R,bike_bell,L
L,fold31_room1_mix0800,caution,walk,3,1,v11core,daily,14083678471,fold31,horn,L,,
R,fold31_room1_mix0801,safe,walk,1,0,v11core,arterial,14083783200,fold31,,,,
L,fold31_room1_mix0802,safe,static,3,1,v11core,arterial,14083887929,fold31,horn,R,,
L,fold31_room1_mix0803,caution,walk,1,2,v11core,daily,14083992658,fold31,siren,L,bike_bell,L
R,fold31_room1_mix0804,critical,walk,1,1,v11core,residential,14084097387,fold31,horn,R,,
L,fold31_room1_mix0805,safe,static,1,1,v11core,residential,14084202116,fold31,crossing,R,,
R,fold31_room1_mix0806,caution,static,1,1,v11core,residential,14084306845,fold31,crossing,L,,
L,fold31_room1_mix0807,critical,static,2,1,v11core,daily,14084411574,fold31,backup_beep,L,,
,fold31_room1_mix0808,na,walk,0,0,v11core,residential,14084516303,fold31,,,,
L,fold31_room1_mix0809,critical,walk,1,0,v11core,residential,14084621032,fold31,,,,
R,fold31_room1_mix0810,safe,walk,1,0,v11core,daily,14084725761,fold31,,,,
L,fold31_room1_mix0811,safe,walk,2,1,v11core,daily,14084830490,fold31,siren,R,,
L,fold31_room1_mix0812,caution,walk,3,1,v11core,arterial,14084935219,fold31,crossing,L,,
L,fold31_room1_mix0813,critical,static,2,1,v11core,daily,14085039948,fold31,bike_bell,R,,
L,fold31_room1_mix0814,caution,static,1,1,v11core,daily,14085144677,fold31,crossing,R,,
L,fold31_room1_mix0815,critical,static,1,0,v11core,daily,14085249406,fold31,,,,
R,fold31_room1_mix0816,caution,walk,1,2,v11core,daily,14085354135,fold31,bike_bell,L,bike_bell,R
R,fold31_room1_mix0817,critical,static,1,1,v11core,residential,14085458864,fold31,crossing,R,,
,fold31_room1_mix0818,na,walk,0,0,v11core,residential,14085563593,fold31,,,,
R,fold31_room1_mix0819,critical,walk,1,1,v11core,daily,14085668322,fold31,backup_beep,R,,
L,fold31_room1_mix0820,caution,walk,2,1,v11core,arterial,14085773051,fold31,bike_bell,R,,
R,fold31_room1_mix0821,safe,static,3,1,v11core,arterial,14085877780,fold31,horn,L,,
L,fold31_room1_mix0822,critical,walk,2,2,v11core,daily,14085982509,fold31,siren,R,horn,R
R,fold31_room1_mix0823,caution,walk,1,1,v11core,residential,14086087238,fold31,backup_beep,R,,
R,fold31_room1_mix0824,caution,walk,3,2,v11core,daily,14086191967,fold31,backup_beep,R,bike_bell,L
R,fold31_room1_mix0825,critical,static,1,0,v11core,residential,14086296696,fold31,,,,
R,fold31_room1_mix0826,critical,walk,1,0,v11core,daily,14086401425,fold31,,,,
R,fold31_room1_mix0827,critical,walk,2,0,v11core,daily,14086506154,fold31,,,,
,fold31_room1_mix0828,na,static,0,1,v11core,residential,14086610883,fold31,crossing,R,,
L,fold31_room1_mix0829,safe,walk,1,0,v11core,residential,14086715612,fold31,,,,
R,fold31_room1_mix0830,safe,walk,3,2,v11core,arterial,14086820341,fold31,backup_beep,L,bike_bell,R
R,fold31_room1_mix0831,critical,static,3,0,v11core,arterial,14086925070,fold31,,,,
L,fold31_room1_mix0832,caution,walk,1,2,v11core,daily,14087029799,fold31,siren,R,siren,L
L,fold31_room1_mix0833,safe,walk,1,0,v11core,daily,14087134528,fold31,,,,
R,fold31_room1_mix0834,safe,static,2,1,v11core,arterial,14087239257,fold31,crossing,R,,
L,fold31_room1_mix0835,caution,walk,2,2,v11core,arterial,14087343986,fold31,siren,L,horn,L
R,fold31_room1_mix0836,critical,walk,1,0,v11core,arterial,14087448715,fold31,,,,
,fold31_room1_mix0837,na,walk,0,0,v11core,daily,14087553444,fold31,,,,
R,fold31_room1_mix0838,safe,walk,1,2,v11core,daily,14087658173,fold31,siren,R,bike_bell,R
R,fold31_room1_mix0839,safe,static,3,2,v11core,arterial,14087762902,fold31,backup_beep,L,crossing,L
,fold31_room1_mix0840,na,static,0,0,v11core,residential,14087867631,fold31,,,,
,fold31_room1_mix0841,na,walk,0,0,v11core,residential,14087972360,fold31,,,,
R,fold31_room1_mix0842,critical,static,1,1,v11core,residential,14088077089,fold31,siren,L,,
,fold31_room1_mix0843,na,static,0,0,v11core,residential,14088181818,fold31,,,,
R,fold31_room1_mix0844,caution,static,1,0,v11core,residential,14088286547,fold31,,,,
L,fold31_room1_mix0845,safe,walk,2,2,v11core,arterial,14088391276,fold31,siren,R,bike_bell,L
R,fold31_room1_mix0846,safe,static,1,0,v11core,residential,14088496005,fold31,,,,
L,fold31_room1_mix0847,caution,walk,1,0,v11core,daily,14088600734,fold31,,,,
R,fold31_room1_mix0848,caution,walk,2,0,v11core,daily,14088705463,fold31,,,,
R,fold31_room1_mix0849,critical,static,1,0,v11core,residential,14088810192,fold31,,,,
L,fold31_room1_mix0850,critical,static,1,0,v11core,daily,14088914921,fold31,,,,
L,fold31_room1_mix0851,caution,static,1,1,v11core,arterial,14089019650,fold31,horn,L,,
R,fold31_room1_mix0852,critical,walk,1,0,v11core,residential,14089124379,fold31,,,,
L,fold31_room1_mix0853,critical,walk,3,2,v11core,arterial,14089229108,fold31,horn,L,crossing,L
L,fold31_room1_mix0854,critical,static,1,1,v11core,arterial,14089333837,fold31,horn,L,,
L,fold31_room1_mix0855,safe,static,1,2,v11core,residential,14089438566,fold31,horn,L,crossing,R
R,fold31_room1_mix0856,safe,walk,1,0,v11core,residential,14089543295,fold31,,,,
R,fold31_room1_mix0857,safe,static,2,1,v11core,residential,14089648024,fold31,siren,L,,
,fold31_room1_mix0858,na,static,0,1,v11core,residential,14089752753,fold31,horn,R,,
L,fold31_room1_mix0859,safe,static,1,1,v11core,daily,14089857482,fold31,horn,L,,
R,fold31_room1_mix0860,caution,walk,1,2,v11core,residential,14089962211,fold31,backup_beep,L,crossing,R
R,fold31_room1_mix0861,safe,walk,2,0,v11core,residential,14090066940,fold31,,,,
R,fold31_room1_mix0862,critical,walk,2,0,v11core,residential,14090171669,fold31,,,,
L,fold31_room1_mix0863,critical,static,2,1,v11core,residential,14090276398,fold31,backup_beep,R,,
L,fold31_room1_mix0864,caution,static,1,1,v11core,daily,14090381127,fold31,siren,R,,
,fold31_room1_mix0865,na,walk,0,1,v11core,residential,14090485856,fold31,bike_bell,L,,
L,fold31_room1_mix0866,caution,static,1,0,v11core,daily,14090590585,fold31,,,,
L,fold31_room1_mix0867,safe,walk,2,0,v11core,daily,14090695314,fold31,,,,
L,fold31_room1_mix0868,critical,static,1,0,v11core,daily,14090800043,fold31,,,,
L,fold31_room1_mix0869,safe,static,3,0,v11core,arterial,14090904772,fold31,,,,
R,fold31_room1_mix0870,caution,static,2,0,v11core,arterial,14091009501,fold31,,,,
R,fold31_room1_mix0871,critical,static,1,2,v11core,daily,14091114230,fold31,bike_bell,L,bike_bell,R
R,fold31_room1_mix0872,caution,static,2,1,v11core,daily,14091218959,fold31,crossing,R,,
R,fold31_room1_mix0873,caution,walk,1,1,v11core,daily,14091323688,fold31,siren,L,,
R,fold31_room1_mix0874,critical,walk,2,0,v11core,daily,14091428417,fold31,,,,
L,fold31_room1_mix0875,caution,static,1,1,v11core,residential,14091533146,fold31,bike_bell,L,,
,fold31_room1_mix0876,na,walk,0,2,v11core,residential,14091637875,fold31,siren,L,backup_beep,L
R,fold31_room1_mix0877,safe,walk,1,1,v11core,daily,14091742604,fold31,siren,L,,
R,fold31_room1_mix0878,caution,walk,1,1,v11core,daily,14091847333,fold31,horn,R,,
R,fold31_room1_mix0879,safe,static,1,0,v11core,daily,14091952062,fold31,,,,
,fold31_room1_mix0880,na,walk,0,0,v11core,residential,14092056791,fold31,,,,
L,fold31_room1_mix0881,caution,walk,1,0,v11core,daily,14092161520,fold31,,,,
R,fold31_room1_mix0882,critical,walk,2,0,v11core,daily,14092266249,fold31,,,,
,fold31_room1_mix0883,na,static,0,1,v11core,residential,14092370978,fold31,siren,L,,
L,fold31_room1_mix0884,critical,static,2,0,v11core,arterial,14092475707,fold31,,,,
,fold31_room1_mix0885,na,walk,0,1,v11core,residential,14092580436,fold31,backup_beep,L,,
L,fold31_room1_mix0886,safe,walk,1,1,v11core,residential,14092685165,fold31,bike_bell,L,,
L,fold31_room1_mix0887,caution,static,2,1,v11core,daily,14092789894,fold31,crossing,R,,
L,fold31_room1_mix0888,critical,static,1,1,v11core,daily,14092894623,fold31,bike_bell,R,,
R,fold31_room1_mix0889,safe,static,1,1,v11core,daily,14092999352,fold31,crossing,L,,
,fold31_room1_mix0890,na,walk,0,0,v11core,residential,14093104081,fold31,,,,
,fold31_room1_mix0891,na,static,0,0,v11core,residential,14093208810,fold31,,,,
L,fold31_room1_mix0892,caution,walk,1,1,v11core,arterial,14093313539,fold31,bike_bell,R,,
R,fold31_room1_mix0893,critical,static,2,0,v11core,daily,14093418268,fold31,,,,
R,fold31_room1_mix0894,critical,static,2,0,v11core,arterial,14093522997,fold31,,,,
L,fold31_room1_mix0895,critical,walk,1,0,v11core,daily,14093627726,fold31,,,,
L,fold31_room1_mix0896,caution,static,2,1,v11core,residential,14093732455,fold31,crossing,R,,
,fold31_room1_mix0897,na,static,0,1,v11core,residential,14093837184,fold31,backup_beep,R,,
R,fold31_room1_mix0898,critical,walk,1,1,v11core,daily,14093941913,fold31,siren,R,,
